NK225E    ,OOP,202401  ,000000010000.000000,            ,189010018,0000001.0000,0000000.0,0000001.04,1.165459,199010018,0000000.0000,0000000.0,0022258.09,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000012000.000000,            ,139132018,0000001.0000,0000000.0,0000000.97,0.987932,149132018,0000000.0000,0000000.0,0020258.13,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000014000.000000,            ,139134018,0000001.0000,0000000.0,0000001.47,0.867568,149134018,0000000.0000,0000000.0,0018258.71,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000015000.000000,            ,189015018,0000002.0000,0000000.0,0000001.47,0.799067,199015018,0000000.0000,0000000.0,0017258.76,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000016000.000000,            ,139136018,0000002.0000,0000000.0,0000001.47,0.734930,149136018,0000000.0000,0000000.0,0016258.81,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000018000.000000,            ,189018018,0000003.0000,0000000.0,0000002.44,0.645786,199018018,0000000.0000,0000000.0,0014259.87,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000019000.000000,            ,189019018,0000003.0000,0000000.0,0000002.44,0.589532,199019018,0000000.0000,0000000.0,0013259.91,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000019500.000000,            ,189019518,0000003.0000,0000000.0,0000002.44,0.562443,199019518,0000000.0000,0000000.0,0012759.94,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000020000.000000,            ,139130018,0000003.0000,0000000.0,0000002.92,0.545225,149130018,0000000.0000,0000000.0,0012260.44,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000020500.000000,            ,189010518,0000003.0000,0000000.0,0000002.92,0.518987,199010518,0000000.0000,0000000.0,0011760.46,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000021000.000000,            ,189011018,0000000.0000,0000000.0,0000003.40,0.500775,199011018,0000000.0000,0000000.0,0011260.95,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000021500.000000,            ,189011518,0000004.0000,0000000.0,0000003.40,0.475326,199011518,0000000.0000,0000000.0,0010760.97,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000022000.000000,            ,189012018,0000004.0000,0000000.0,0000004.00,0.457829,199012018,0000000.0000,0000000.0,0010260.99,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000022500.000000,            ,189012518,0000005.0000,0000000.0,0000004.36,0.437077,199012518,0000000.0000,0000000.0,0009761.96,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000023000.000000,            ,189013018,0000005.0000,0000000.0,0000005.00,0.418579,199013018,0000000.0000,0000000.0,0009262.13,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000023500.000000,            ,189013518,0000006.0000,0000000.0,0000005.32,0.397015,199013518,0000000.0000,0000000.0,0008762.93,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000024000.000000,            ,189014018,0000007.0000,0000000.0,0000006.29,0.380000,199014018,0000000.0000,0000000.0,0008264.03,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000024250.000000,            ,139014218,0000007.0000,0000000.0,0000007.00,0.372505,149014218,0000000.0000,0000000.0,0008014.36,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000024500.000000,            ,139014518,0000008.0000,0000000.0,0000007.25,0.361921,149014518,0000000.0000,0000000.0,0007764.83,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000024750.000000,            ,139014718,0000009.0000,0000000.0,0000008.21,0.355164,149014718,0000000.0000,0000000.0,0007515.30,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000025000.000000,            ,139015018,0000009.0000,0000000.0,0000008.99,0.346938,149015018,0000000.0000,0000000.0,0007265.77,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000025250.000000,            ,139015218,0000010.0000,0000000.0,0000009.16,0.335611,149015218,0000000.0000,0000000.0,0007016.71,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000025500.000000,            ,139015518,0000011.0000,0000000.0,0000010.12,0.327681,149015518,0000000.0000,0000000.0,0006767.65,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000025750.000000,            ,139015718,0000012.0000,0000000.0,0000010.60,0.317463,149015718,0000000.0000,0000000.0,0006518.58,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000026000.000000,            ,139016018,0000013.0000,0000000.0,0000013.00,0.313820,149016018,0000000.0000,0000000.0,0006269.98,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000026250.000000,            ,139016218,0000014.0000,0000000.0,0000014.00,0.304664,149016218,0000000.0000,0000000.0,0006021.37,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000026500.000000,            ,139016518,0000016.0000,0000000.0,0000014.43,0.293638,149016518,0000000.0000,0000000.0,0005772.76,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000026750.000000,            ,139016718,0000018.0000,0000000.0,0000018.00,0.290563,149016718,0000000.0000,0000000.0,0005524.14,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000027000.000000,            ,139017018,0000020.0000,0000000.0,0000019.99,0.282534,149017018,0000000.0000,0000000.0,0005276.46,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000027250.000000,            ,139017218,0000022.0000,0000000.0,0000021.14,0.272283,149017218,0000000.0000,0000000.0,0005028.77,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000027500.000000,            ,139017518,0000026.0000,0000000.0,0000025.99,0.268489,149017518,0000000.0000,0000000.0,0004782.01,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000027750.000000,            ,139017718,0000030.0000,0000000.0,0000029.99,0.261881,149017718,0000000.0000,0000000.0,0004535.23,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028000.000000,            ,139018018,0000035.0000,0000000.0,0000034.99,0.255707,149018018,0000000.0000,0000000.0,0004289.86,0.010000,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028250.000000,            ,139018218,0000041.0000,0000000.0,0000037.45,0.247288,149018218,0000000.0000,0000000.0,0004045.41,0.162498,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028500.000000,            ,139018518,0000047.0000,0000000.0,0000046.99,0.242487,149018518,0000000.0000,0000000.0,0003801.88,0.191440,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028625.000000,            ,139018618,0000051.0000,0000000.0,0000050.99,0.239516,149018618,0000000.0000,0000000.0,0003680.58,0.195897,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028750.000000,            ,139018718,0000057.0000,0000000.0,0000056.99,0.238036,149018718,0000000.0000,0000000.0,0003560.22,0.198153,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000028875.000000,            ,139018818,0000061.0000,0000000.0,0000060.99,0.234337,149018818,0000000.0000,0000000.0,0003439.85,0.198960,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000029000.000000,            ,139019018,0000067.0000,0000000.0,0000067.00,0.231974,149019018,0000000.0000,0000000.0,0003320.41,0.198712,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000029125.000000,            ,139019118,0000072.0000,0000000.0,0000072.00,0.228435,149019118,0000000.0000,0000000.0,0003200.97,0.197646,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000029250.000000,            ,139019218,0000080.0000,0000000.0,0000080.00,0.226704,149019218,0000000.0000,0000000.0,0003082.47,0.195914,0032307.86,0.178800
NK225E    ,OOP,202401  ,000000029375.000000,            ,139019318,0000089.0000,0000000.0,0000089.00,0.225096,149019318,0000000.0000,0000000.0,0002964.91,0.197957,0032307.86,0.178800
