hhid14_9,age,marstat,sex,pidlink,dl01f,dl06,sw00,sw01,sw03,tk01a,tr11,kk01,kr03,female,fo01
178110000,50,2,3,178110002,A,1,4,3,4,0,3,3,1,1,1
178110000,33,1,1,178110004,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
178110000,21,4,3,178110006,A,3,3,3,5,1,2,2,1,1,2
178120000,86,4,3,178120001,,NA,NA,NA,NA,0,NA,3,1,1,NA
178120002,29,2,1,178120002,A,1,4,4,5,1,2,3,1,0,1
178120000,26,1,1,178120003,A,1,3,4,6,1,1,4,1,0,2
178120000,21,2,3,178120004,A,1,3,2,6,1,2,3,1,1,4
178120000,17,1,1,178120005,A,1,4,3,5,1,2,3,1,0,2
178120000,50,2,1,178120006,A,1,2,5,2,0,2,4,1,0,-3
178120000,45,2,3,178120007,A,NA,3,1,1,0,3,2,1,1,0
178120000,23,2,1,178120012,A,2,4,3,3,1,2,3,1,0,0
178120002,25,2,3,178124102,A,2,3,3,5,0,3,4,1,1,2
178130000,46,2,1,178130001,A,1,1,4,5,1,4,2,1,0,1
178130000,43,2,3,178130002,A,1,4,3,6,1,4,2,1,1,3
178130000,23,2,3,178130003,A,2,3,3,6,1,3,3,1,1,3
178130000,30,2,1,178130005,A,2,4,3,3,1,4,2,1,0,0
178140000,76,5,3,178140002,,NA,NA,NA,NA,0,NA,4,1,1,NA
178140000,40,2,3,178140003,A,1,4,4,4,1,4,4,1,1,0
178140000,44,2,1,178140004,A,2,3,3,6,1,2,4,1,0,3
178140000,21,1,3,178140005,A,3,4,3,4,1,3,4,1,1,1
178140006,20,1,1,178140006,A,4,5,4,NA,0,3,4,0,0,NA
178150000,56,2,1,178150001,A,1,2,2,5,1,1,2,1,0,3
178150000,52,2,3,178150002,A,1,2,4,3,1,1,3,1,1,-1
178154100,29,2,3,178150004,A,2,3,3,4,1,3,3,0,1,1
178150000,21,2,3,178150006,A,2,3,3,5,0,2,3,1,1,2
178150008,26,2,1,178150008,A,2,1,2,4,1,2,4,1,0,2
178150000,21,2,1,178150010,A,2,4,3,4,1,2,3,1,0,1
178154100,33,2,1,178154101,A,2,3,2,3,1,3,4,0,0,1
178150008,20,2,3,178155102,A,1,3,2,4,0,2,3,1,1,2
178160000,36,2,3,178160003,A,2,4,4,6,1,2,4,1,1,2
178160000,18,2,3,178160004,A,3,4,4,6,0,3,4,1,1,2
178160000,15,1,1,178160005,A,3,5,4,5,0,2,4,1,0,1
178160000,39,2,1,178160007,A,4,4,4,NA,1,2,4,1,0,NA
178160000,20,2,1,178160008,A,2,4,5,6,1,3,3,1,0,1
178173100,37,2,1,178170003,A,1,3,4,NA,1,3,2,1,0,NA
178174100,34,2,1,178170004,A,1,4,3,NA,1,2,3,0,0,NA
178170000,29,2,3,178170005,A,2,3,3,4,0,3,3,1,1,1
178170000,17,1,1,178170006,A,1,4,3,6,1,2,3,1,0,3
178173100,40,2,3,178170007,A,1,2,3,5,0,4,4,1,1,2
178170000,33,2,1,178170010,A,1,3,3,4,1,3,3,1,0,1
178173100,16,1,1,178173103,A,3,3,3,6,0,3,4,1,0,3
178174100,29,2,3,178174102,A,1,3,3,NA,0,3,3,0,1,NA
178180000,51,2,1,178180001,A,1,1,1,2,1,3,4,1,0,1
178180000,48,2,3,178180002,A,1,3,2,2,0,3,1,1,1,0
178180003,32,2,1,178180003,A,1,3,3,4,1,3,3,1,0,1
178180005,25,2,3,178180005,A,2,2,2,4,0,3,3,1,1,2
178183100,43,2,1,178180006,A,1,1,1,NA,1,3,3,1,0,NA
178180005,27,2,1,178180009,A,1,2,1,6,1,4,4,1,0,5
178183100,38,2,3,178183102,A,1,3,1,4,1,3,3,1,1,3
178183100,18,2,3,178183103,A,5,3,1,2,0,3,3,1,1,1
178183100,16,1,1,178183104,A,1,3,2,3,1,3,3,1,0,1
178183100,22,2,1,178183106,A,2,3,2,NA,1,3,3,1,0,NA
178180003,32,2,3,178185102,A,2,3,3,4,1,3,3,1,1,1
178190000,57,5,3,178190002,A,1,2,5,6,1,3,3,1,1,1
178190000,25,1,1,178190004,A,5,4,3,4,1,1,2,1,0,1
178203100,46,2,1,178200001,A,2,3,3,5,1,2,2,1,0,2
178203100,39,2,3,178200002,A,1,2,3,5,1,3,2,1,1,2
178200003,21,2,3,178200003,A,3,2,3,4,0,3,3,1,1,1
178203100,15,1,3,178203104,A,3,3,3,5,0,2,3,1,1,2
178200003,26,2,1,178205002,A,2,3,3,4,1,2,3,1,0,1
178220000,93,5,1,178220001,,NA,NA,NA,NA,0,NA,2,1,0,NA
178220000,55,5,3,178220004,A,1,4,2,2,0,4,2,1,1,0
178220005,31,2,1,178220005,A,3,4,3,6,1,2,3,0,0,3
178220000,27,2,3,178220006,A,3,3,3,4,0,3,3,1,1,1
178230000,48,2,1,178230001,A,2,3,3,3,0,3,3,1,0,0
178230000,44,2,3,178230002,A,2,4,3,4,1,3,3,1,1,1
178230000,25,4,3,178230003,A,3,4,3,4,0,2,3,1,1,1
178230000,22,1,3,178230004,A,3,3,4,6,1,2,4,1,1,2
178230000,15,1,3,178230006,A,3,3,4,5,0,3,3,1,1,1
178240000,61,5,3,178240002,A,NA,4,1,1,1,3,2,1,1,0
178244100,32,2,3,178240003,A,1,3,4,5,0,4,3,1,1,1
178244100,43,2,1,178244101,A,2,5,4,4,1,3,3,1,0,0
178250000,55,2,1,178250001,A,1,4,5,5,1,3,3,1,0,0
178250000,47,2,3,178250002,A,1,5,4,5,1,3,4,1,1,1
178254100,30,2,3,178250003,A,2,4,4,5,0,3,3,1,1,1
178250004,26,2,1,178250004,A,2,5,3,3,1,3,4,0,0,0
178250000,20,1,1,178250005,A,2,4,4,5,1,2,3,1,0,1
178250000,22,1,1,178250006,A,2,3,3,4,1,3,3,1,0,1
178254100,35,2,1,178254101,A,2,4,3,3,1,3,4,1,0,0
178250004,22,2,3,178255102,A,2,4,3,3,0,3,3,0,1,0
178260000,64,2,1,178260001,A,4,3,3,3,1,3,3,1,0,0
178260000,56,2,3,178260002,A,1,3,4,5,0,4,3,1,1,1
178264100,38,2,1,178260003,A,4,3,4,5,1,2,4,1,0,1
178260000,36,2,3,178260004,A,2,3,4,4,1,4,3,1,1,0
178260000,36,2,1,178260005,A,1,3,2,3,1,1,3,1,0,1
178264100,32,2,3,178264102,A,3,3,3,4,1,2,3,1,1,1
178270000,55,5,3,178270002,A,1,3,3,3,0,4,2,1,1,0
178274100,35,2,3,178270003,A,4,3,5,6,1,4,3,1,1,1
178270004,32,2,3,178270004,A,4,4,4,6,1,3,4,1,1,2
178270000,29,1,1,178270005,A,3,2,3,5,1,2,3,1,0,2
178270000,27,4,3,178270006,A,3,4,3,6,1,3,3,1,1,3
178270007,24,2,3,178270007,A,3,2,2,5,1,3,2,1,1,3
178274100,45,2,1,178270008,A,4,3,3,4,1,3,3,1,0,1
178270012,41,4,1,178270012,A,2,2,NA,NA,0,4,4,1,0,NA
178270004,46,2,1,178275101,A,3,2,3,4,0,3,3,1,0,1
178270007,32,2,1,178275202,A,3,4,3,4,1,3,3,1,0,1
178280000,72,2,1,178280001,A,1,4,2,2,1,3,3,1,0,0
178280000,67,2,3,178280002,A,NA,2,1,3,0,3,4,1,1,2
178284100,39,2,3,178280003,A,1,2,3,3,0,3,2,0,1,0
178284200,37,2,1,178280004,A,1,4,3,4,1,2,3,1,0,1
178283100,34,2,3,178280005,A,1,4,4,5,1,3,2,1,1,1
178283200,32,2,3,178280006,A,1,5,4,5,0,2,3,1,1,1
178284200,31,2,3,178280007,A,1,4,3,3,0,4,4,1,1,0
178283100,36,2,1,178283101,A,2,3,4,5,1,3,3,1,0,1
178284100,41,2,1,178284101,A,1,3,3,3,1,2,3,0,0,0
178284100,19,1,1,178284103,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
178284100,15,1,3,178284104,A,2,3,4,5,0,3,2,0,1,1
178290000,72,5,3,178290001,A,NA,4,1,2,0,3,1,1,1,1
178290000,32,2,3,178290002,A,2,4,3,4,1,3,2,1,1,1
178300000,59,5,3,178300002,A,1,4,2,3,0,3,2,1,1,1
178303100,38,2,3,178300003,A,2,3,4,5,1,3,3,1,1,1
178304100,36,2,3,178300004,A,3,4,3,4,1,3,3,1,1,1
178304100,40,2,1,178304101,A,2,4,3,3,1,3,3,1,0,0
179010000,71,2,1,179010001,A,1,4,4,5,1,3,2,1,0,1
179010000,61,2,3,179010002,A,1,4,3,6,1,3,2,1,1,3
179010004,37,2,3,179010004,A,4,3,3,5,0,3,4,1,1,2
179013100,33,2,3,179010005,A,4,4,2,3,0,2,2,1,1,1
179013100,38,2,1,179013101,A,5,5,3,4,1,3,3,1,0,1
179010004,40,2,1,179015102,A,3,3,3,NA,1,3,3,1,0,NA
179010004,15,1,1,179015103,A,3,3,4,6,0,3,3,1,0,2
179020000,45,2,3,179020003,A,3,3,3,4,1,3,3,1,1,1
179020000,21,1,1,179020005,A,3,3,4,5,1,3,3,1,0,1
179020006,18,1,1,179020006,A,1,3,4,5,0,4,4,0,0,1
179020007,15,1,3,179020007,A,3,3,4,6,0,3,3,0,1,2
179020000,55,2,1,179020008,A,1,4,3,NA,1,3,2,1,0,NA
179030000,69,5,1,179030001,,NA,NA,NA,NA,1,NA,2,1,0,NA
179030000,30,2,3,179030003,A,2,2,2,3,0,2,3,1,1,1
179030000,35,2,1,179030005,A,1,4,2,6,1,3,2,1,0,4
179040000,46,2,1,179040001,A,1,3,3,5,1,3,3,1,0,2
179040000,44,2,3,179040002,A,1,3,2,3,1,4,3,1,1,1
179050000,74,5,3,179050002,,NA,NA,NA,NA,0,NA,2,0,1,NA
179050000,32,2,3,179050003,A,2,2,4,6,0,4,3,0,1,2
179052100,44,2,3,179050004,A,1,3,2,3,0,4,2,1,1,1
179052100,47,2,1,179052103,A,3,3,2,3,1,2,2,1,0,1
179052100,16,1,1,179052105,,3,NA,NA,NA,1,NA,3,1,0,NA
179060000,54,5,3,179060002,A,1,4,2,3,1,4,4,1,1,1
179210000,34,2,3,179060003,A,2,3,2,2,0,3,3,1,1,0
179064100,31,2,3,179060004,A,2,2,1,6,1,3,3,0,1,5
179060005,28,2,1,179060005,A,2,3,3,4,1,2,3,0,0,1
179060000,21,1,1,179060006,A,2,4,3,5,1,3,3,1,0,2
179060000,15,1,1,179060008,A,2,3,3,4,0,4,3,1,0,1
179064100,33,2,1,179064103,A,3,2,1,1,1,2,4,0,0,0
179060005,22,2,3,179065102,A R,3,3,3,4,0,3,2,0,1,1
179080000,64,2,1,179080001,A,1,3,3,4,1,3,4,1,0,1
179080000,46,2,3,179080002,A,1,4,3,5,0,4,4,1,1,2
179083100,31,2,1,179080003,A,3,2,3,6,1,3,3,1,0,3
179080004,27,2,3,179080004,A,4,4,4,5,1,3,3,1,1,1
179080000,21,1,1,179080005,A,3,3,3,6,1,2,2,1,0,3
179083100,30,2,3,179083104,A,4,3,4,5,1,3,3,1,1,1
179080004,38,2,1,179085102,A,4,2,4,5,1,4,4,1,0,1
179090000,45,2,1,179090001,A,2,2,1,3,1,4,2,1,0,2
179090000,43,2,3,179090002,A,3,4,3,4,1,4,3,1,1,1
179090000,20,1,3,179090003,A,3,4,4,5,1,3,3,1,1,1
179090000,16,1,1,179090004,A,3,4,4,3,0,3,4,1,0,-1
179110000,48,2,1,179110001,A,3,3,3,4,1,4,3,1,0,1
179113100,46,2,1,179110002,A,4,4,2,5,1,3,4,1,0,3
179110003,37,2,3,179110003,A,1,3,1,1,0,4,4,1,1,0
179110000,46,2,3,179110004,A,1,3,3,3,1,3,3,1,1,0
179110000,18,1,1,179110007,A,3,3,4,4,0,3,3,1,0,0
179113100,35,2,3,179113102,A,3,2,4,5,1,3,4,1,1,1
179110003,37,2,1,179115102,A,3,4,3,3,1,2,3,1,0,0
179120000,80,5,3,179120001,,NA,NA,NA,NA,0,NA,2,1,1,NA
179120000,40,2,1,179120002,A,2,4,2,5,1,2,1,1,0,3
179120000,32,2,3,179120005,A,1,2,2,6,0,4,2,1,1,4
179130000,46,2,3,179130001,A,5,4,3,4,0,4,4,1,1,1
179130000,24,2,1,179130002,A,3,4,3,3,1,3,3,1,0,0
179130000,46,2,1,179130003,A,2,3,2,2,1,2,3,1,0,0
179130000,15,1,3,179130004,A,2,4,3,4,0,3,4,1,1,1
179130000,20,2,3,179130006,A,2,3,4,5,0,3,3,1,1,1
179140000,49,2,1,179140001,A,1,1,1,NA,1,3,3,1,0,NA
179140000,47,2,3,179140002,A,1,1,1,2,0,3,3,1,1,1
179140003,26,2,3,179140003,A,2,4,3,4,0,3,4,1,1,1
179140003,28,2,1,179145102,A,2,4,2,6,1,3,3,1,0,4
179150000,81,4,3,179150001,,NA,NA,NA,NA,0,NA,2,1,1,NA
179150000,45,2,3,179150002,A,1,3,2,2,0,1,2,1,1,0
179160000,67,5,3,179160002,,NA,NA,NA,NA,0,NA,3,1,1,NA
179160000,42,2,1,179160003,A,1,3,3,4,1,4,3,1,0,1
179160000,38,2,3,179160004,A,1,4,4,4,0,3,3,1,1,0
179160000,15,1,1,179160005,A,2,4,2,4,0,4,2,1,0,2
179170000,46,2,1,179170001,A,1,4,3,4,1,4,2,1,0,1
179170000,42,2,3,179170002,A,1,4,2,3,0,4,3,1,1,1
179170000,20,1,3,179170003,,3,NA,NA,NA,1,NA,3,1,1,NA
179180000,69,2,3,179180001,,5,NA,NA,NA,0,NA,3,1,1,NA
179184100,31,2,1,179180002,A,2,3,3,4,1,3,3,0,0,1
179180000,46,2,3,179180004,A,1,4,5,3,0,3,3,1,1,-2
179200000,73,2,1,179200001,A,1,3,3,3,1,3,3,1,0,0
179200000,67,2,3,179200002,A,NA,2,3,3,0,3,3,1,1,0
179202100,46,2,1,179200003,A,2,3,3,4,1,4,4,1,0,1
179201100,35,2,3,179200004,A,2,3,2,NA,0,3,2,1,1,NA
179204100,32,2,1,179200005,A,2,4,3,4,1,3,3,1,0,1
179201100,45,2,1,179201101,A,1,3,3,3,1,3,3,1,0,0
179201100,18,1,1,179201103,A,3,3,3,5,0,3,2,1,0,2
179202100,38,2,3,179202102,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
179202100,19,1,1,179202103,A,3,5,3,4,0,3,3,1,0,1
179204100,28,2,3,179204102,A,2,4,3,4,0,3,3,1,1,1
179210000,39,2,1,179210003,A,1,3,3,NA,1,3,3,1,0,NA
179220000,43,5,3,179220002,A,1,3,5,5,0,3,3,1,1,0
179224100,29,2,3,179220003,A,2,4,3,4,1,3,2,1,1,1
179224200,25,2,3,179220004,A,3,3,4,5,1,2,2,1,1,1
179220000,21,2,3,179220005,A,3,4,4,5,1,3,3,1,1,1
179224100,34,2,1,179224101,A,2,3,2,4,1,3,3,1,0,2
179230000,53,2,1,179230001,A,2,3,6,4,1,3,3,1,0,-2
179230000,46,2,3,179230002,A,1,3,2,2,0,3,2,1,1,0
179234100,26,1,3,179230003,A,3,3,3,5,1,1,3,0,1,2
179234100,22,2,3,179230004,A,3,4,3,5,1,3,3,0,1,2
179230000,16,1,3,179230005,A,3,3,3,3,0,3,4,1,1,0
179240000,47,2,1,179240001,A,4,4,4,4,1,4,3,1,0,0
179240000,41,2,3,179240002,A,4,5,4,5,1,3,3,1,1,1
179240000,21,1,1,179240003,A,4,4,4,5,1,3,3,1,0,1
179244100,19,1,3,179240004,A,4,4,3,NA,1,3,3,0,1,NA
179250000,54,5,3,179250002,A,NA,4,1,2,1,3,3,1,1,1
179254100,35,2,3,179250003,A,1,4,3,4,1,4,3,1,1,1
179250005,24,2,3,179250005,A,2,4,2,NA,0,3,3,0,1,NA
179250000,15,1,1,179250006,A,2,3,3,5,0,3,4,1,0,2
179254100,43,2,1,179254101,A,1,3,3,4,1,3,3,1,0,1
179254100,17,1,1,179254103,A,2,3,4,5,1,3,3,1,0,1
179254100,15,1,3,179254104,A,2,3,4,5,0,4,3,1,1,1
179250005,24,2,1,179255102,A,1,3,2,4,0,3,3,0,0,2
179260000,59,2,1,179260001,A,1,1,2,2,1,3,3,1,0,0
179260000,52,2,3,179260002,A,1,3,3,3,1,4,4,1,1,0
179264100,32,2,3,179260003,A,2,3,3,3,1,3,3,1,1,0
179264200,30,2,1,179260004,A,3,3,3,3,1,2,3,1,0,0
179260000,22,2,3,179260005,A,3,4,3,4,0,3,3,1,1,1
179260000,31,2,1,179260007,A,2,4,3,4,0,3,4,1,0,1
179264100,36,2,1,179264101,A,1,3,3,NA,1,3,3,1,0,NA
179264200,22,2,3,179264202,A,3,3,3,4,0,3,3,1,1,1
179270000,59,5,1,179270001,A,1,3,5,4,1,4,2,1,0,-1
179270000,38,4,3,179270003,A,1,4,1,4,1,2,2,1,1,3
179270000,31,2,3,179270004,A,2,3,4,6,1,4,3,1,1,2
179270005,28,1,1,179270005,A,2,4,4,5,0,2,4,1,0,1
179270000,19,1,3,179270006,A,2,2,3,5,1,3,2,1,1,2
179280000,56,2,1,179280001,A,1,3,3,4,1,3,2,1,0,1
179280000,51,2,3,179280002,A,NA,4,4,5,1,3,3,1,1,1
179284100,30,2,3,179280004,A,2,3,3,4,0,3,3,1,1,1
179280000,24,1,1,179280005,A,3,2,3,4,1,2,4,1,0,1
179280000,20,1,1,179280006,A,2,3,3,4,1,2,3,1,0,1
179284100,33,2,1,179284103,A,3,3,3,4,1,2,3,1,0,1
179290000,47,2,1,179290001,A,1,2,3,4,1,4,4,1,0,1
179290000,41,2,3,179290002,A,1,3,2,2,1,3,3,1,1,0
179290003,24,2,3,179290003,A,3,4,3,4,0,3,3,1,1,1
179290000,19,2,3,179290004,A,3,4,3,5,0,4,3,1,1,2
179290000,27,2,1,179290005,A,3,4,4,4,1,3,4,1,0,0
179290003,29,2,1,179295102,A,2,4,3,3,0,2,3,1,0,0
179300000,50,2,1,179300001,A,1,4,2,3,1,3,3,1,0,1
179300000,47,2,3,179300002,A,1,4,3,5,1,4,3,1,1,2
179300003,28,2,3,179300003,A,2,3,4,5,1,3,2,1,1,1
179300000,24,2,3,179300004,A,3,3,4,5,1,3,3,1,1,1
179300000,18,1,1,179300006,A,2,3,4,4,1,2,1,1,0,0
179300000,25,2,1,179300007,A,3,3,2,6,1,2,3,1,0,4
180010000,52,5,3,180010002,A,1,3,4,4,1,3,3,1,1,0
180014100,31,2,3,180010003,A,3,3,3,4,0,3,3,0,1,1
180010004,29,2,1,180010004,A,2,2,3,4,1,3,3,0,0,1
180010005,23,2,3,180010005,A,3,3,4,5,1,3,3,1,1,1
180010000,23,2,3,180010007,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
180014100,31,2,1,180014102,A,3,4,3,5,1,3,4,0,0,2
180010005,24,2,1,180015202,A,3,4,4,5,1,3,3,1,0,1
180030000,69,2,1,180030001,A,2,3,4,5,1,3,4,1,0,1
180030000,67,2,3,180030002,A,2,3,3,4,1,4,3,1,1,1
180031100,34,2,1,180030003,A,3,5,6,6,1,3,2,0,0,0
180030000,41,1,3,180030004,,3,NA,NA,NA,0,NA,2,1,1,NA
180031100,31,2,3,180031102,A,2,4,4,4,1,3,3,0,1,0
180040000,53,2,3,180040001,A,1,3,4,4,1,4,3,1,1,0
180040002,27,2,3,180040002,A,3,3,3,3,0,3,3,0,1,0
180040003,26,1,3,180040003,A,4,4,4,5,1,3,3,0,1,1
180040000,45,2,1,180040004,A,1,5,3,4,1,3,4,1,0,1
180040002,26,2,1,180045101,A,3,3,2,3,1,2,3,0,0,1
180050000,59,2,1,180050001,A,1,3,3,4,1,4,4,1,0,1
180050000,56,2,3,180050002,A,1,3,3,3,1,4,2,1,1,0
180054100,35,2,1,180050004,A,1,4,4,5,0,4,4,0,0,1
180054100,39,2,3,180054102,A,1,5,4,4,1,3,3,0,1,0
180060000,63,2,1,180060001,A,1,3,4,3,0,4,2,1,0,-1
180060000,61,2,3,180060002,A,1,4,4,5,0,3,3,1,1,1
180064200,30,2,3,180060004,A,3,4,3,4,1,3,4,1,1,1
180060000,46,1,3,180060005,,NA,NA,NA,NA,0,NA,3,1,1,NA
180064200,34,2,1,180064202,A,3,4,3,4,1,2,4,1,0,1
180070000,54,2,3,180070003,A,2,3,3,4,0,3,3,1,1,1
180070000,17,1,1,180070005,A,3,4,4,5,0,3,3,1,0,1
180070000,59,2,1,180070006,A,4,3,4,5,1,3,3,1,0,1
180080000,57,2,1,180080001,A,4,4,3,4,1,3,3,1,0,1
180080000,52,2,3,180080002,A,3,3,3,5,0,4,3,1,1,2
180084100,31,2,1,180080003,,4,NA,NA,NA,1,NA,3,0,0,NA
180084200,28,2,1,180080004,A,4,4,3,4,1,3,3,0,0,1
180080005,21,1,3,180080005,A,4,3,3,5,0,3,3,0,1,2
180084100,30,2,3,180084102,A,4,3,4,5,1,3,3,0,1,1
180084200,28,2,3,180084202,,4,NA,NA,NA,1,NA,3,0,1,NA
180090000,59,2,1,180090001,A,2,3,2,1,1,3,2,1,0,-1
180090000,54,2,3,180090002,A,1,4,3,NA,1,3,3,1,1,NA
180100000,83,5,1,180100001,,1,NA,NA,NA,0,NA,3,1,0,NA
180100000,18,1,1,180100002,A,3,3,3,4,0,2,4,1,0,1
180100000,47,2,1,180100004,A,4,3,3,4,1,3,4,1,0,1
180100000,44,2,3,180100005,A,3,3,3,3,0,3,4,1,1,0
180100000,87,5,3,180100006,,NA,NA,NA,NA,0,NA,3,1,1,NA
180110000,67,2,1,180110001,A,1,3,3,3,1,4,4,1,0,0
180110000,62,2,3,180110002,A,1,3,3,NA,0,3,3,1,1,NA
180113200,33,2,1,180110004,A,4,3,4,5,1,3,3,1,0,1
180110000,38,2,3,180110006,A,3,3,4,6,1,4,3,1,1,2
180120000,58,2,1,180120001,A,1,4,1,1,1,3,3,1,0,0
180120000,52,2,3,180120002,A,1,4,3,3,1,3,2,1,1,0
180120000,25,2,3,180120005,A,2,4,3,5,0,3,3,1,1,2
180120000,21,1,1,180120006,A,2,3,3,4,1,3,2,1,0,1
180130000,36,2,3,180130005,A,3,3,2,6,1,3,2,1,1,4
180130000,65,5,3,180130007,,1,NA,NA,NA,1,NA,3,1,1,NA
180130000,33,2,1,180130008,A,4,3,3,5,1,2,3,1,0,2
180130000,34,2,3,180130009,A,4,4,4,5,1,3,3,1,1,1
180130000,43,2,1,180130013,A,3,2,4,5,1,2,4,1,0,1
180140000,52,2,1,180140001,A,1,4,4,5,1,3,4,1,0,1
180140000,42,2,3,180140002,A,2,4,4,5,0,4,2,1,1,1
180140000,22,1,3,180140003,A,3,5,3,5,1,2,4,1,1,2
180140000,18,1,3,180140004,A,4,3,3,5,0,3,2,1,1,2
180160000,53,2,1,180160001,A,1,3,3,3,1,3,2,1,0,0
180160000,57,2,3,180160002,A,1,3,3,3,1,4,2,1,1,0
180160000,27,2,1,180160004,A,3,3,3,4,1,3,3,1,0,1
180160000,25,2,3,180160008,A,5,4,4,5,0,3,2,1,1,1
180170000,65,5,1,180170001,A,1,3,4,5,1,1,3,1,0,1
180170000,30,2,3,180170003,A,3,4,3,4,1,3,3,1,1,1
180170000,30,2,1,180170005,A,3,3,3,4,1,2,3,1,0,1
180180000,87,5,1,180180001,,NA,NA,NA,NA,0,NA,3,1,0,NA
180180000,54,4,1,180180003,,NA,NA,NA,NA,1,NA,3,1,0,NA
180180004,45,2,3,180180004,A,1,5,1,2,0,3,2,1,1,1
180180004,23,1,1,180180006,A,3,4,3,3,1,3,4,1,0,0
180180004,65,2,1,180180008,A,NA,3,1,1,0,4,3,1,0,0
180190000,76,2,1,180190001,A,1,4,5,4,0,4,2,1,0,-1
180190000,72,2,3,180190002,A,1,3,4,5,0,3,3,1,1,1
180190000,16,1,3,180190007,A,3,4,4,5,0,2,3,1,1,1
180200000,37,2,1,180200002,A,3,3,4,5,1,3,4,1,0,1
180210000,62,5,1,180210001,A,2,2,1,NA,1,3,2,1,0,NA
180210003,37,2,1,180210003,A,2,3,2,3,1,3,4,1,0,1
180210004,35,2,1,180210004,A,4,3,4,5,1,3,3,1,0,1
180210000,39,2,3,180210006,A,2,3,4,5,1,3,3,1,1,1
180210000,40,2,1,180210007,B,2,4,3,3,1,4,3,1,0,0
180210000,15,1,3,180210008,A,2,3,4,4,0,2,3,1,1,0
180210003,37,2,3,180215102,A,3,3,3,3,1,3,3,1,1,0
180210004,34,2,3,180215202,A,4,3,4,6,1,4,3,1,1,2
180220000,66,4,1,180220001,A,1,4,4,4,1,3,3,1,0,0
180220002,59,2,3,180220002,A,1,2,2,2,1,3,3,1,1,0
180220003,38,2,3,180220003,A,2,4,3,NA,1,3,3,0,1,NA
180224100,40,2,3,180220004,A,1,5,3,4,1,4,3,1,1,1
180220000,41,2,3,180220008,A,1,3,4,4,1,3,3,1,1,0
180220000,51,2,1,180220009,A,2,4,3,4,1,3,2,1,0,1
180224100,38,2,1,180224101,A,3,3,2,3,1,2,3,1,0,1
180220002,54,2,1,180225102,A,1,2,1,1,1,3,3,1,0,0
180220003,37,2,1,180225201,A,3,3,3,4,1,3,4,0,0,1
180230000,74,2,1,180230001,A,1,2,3,6,1,3,4,1,0,3
180230000,62,2,3,180230002,A,1,4,3,3,1,3,3,1,1,0
180234100,30,2,3,180230003,A,3,3,3,3,1,2,3,1,1,0
180234200,42,2,1,180230004,A,5,3,2,3,1,4,3,1,0,1
180234200,40,2,3,180230005,A,2,3,3,4,0,3,3,1,1,1
180234200,18,1,3,180230006,A,4,3,3,5,0,3,3,1,1,2
180234100,40,2,1,180234101,,2,NA,NA,NA,1,NA,3,1,0,NA
180240000,57,2,1,180240001,A,1,3,3,4,1,3,3,1,0,1
180240000,52,2,3,180240002,A,1,4,3,4,1,3,3,1,1,1
180250000,33,2,3,180240003,A,2,3,3,4,1,3,3,1,1,1
180240000,27,2,3,180240004,A,2,3,3,6,1,3,2,1,1,3
180240000,15,1,3,180240006,A,2,4,4,5,0,3,3,1,1,1
180250000,39,2,1,180240009,A,2,3,1,NA,1,4,2,1,0,NA
180250000,79,2,1,180250001,,1,NA,NA,NA,1,NA,3,1,0,NA
180250000,74,2,3,180250002,,NA,NA,NA,NA,0,NA,3,1,1,NA
180254100,42,5,3,180250004,A,1,4,1,NA,1,4,3,0,1,NA
180260000,64,5,1,180260001,,1,NA,NA,NA,0,NA,1,0,0,NA
180260000,43,2,1,180260003,A,1,1,2,4,1,4,2,0,0,2
180260000,42,2,3,180263102,A,1,3,4,5,1,3,2,0,1,1
180260000,16,1,1,180263103,A,3,5,4,5,0,2,4,0,0,1
180270002,26,2,1,180270002,A,3,3,3,4,1,2,3,0,0,1
180273100,46,2,1,180270003,A,1,4,1,4,0,3,2,0,0,3
180273100,39,2,3,180270004,A,1,4,4,3,0,3,4,0,1,-1
180273100,17,1,3,180270005,A,3,4,4,6,0,4,4,0,1,2
180270000,42,2,1,180270006,A,1,1,1,NA,0,2,3,1,0,NA
180270000,33,2,3,180270009,A,4,2,4,5,1,3,4,1,1,1
180270002,28,2,3,180275103,A,3,3,3,4,0,2,3,0,1,1
180283100,71,5,3,180280001,,1,NA,NA,NA,0,NA,3,1,1,NA
180283200,33,2,1,180280002,A,3,4,2,3,1,3,3,0,0,1
180283100,28,2,3,180280003,A,3,4,3,4,0,3,4,1,1,1
180280000,41,2,3,180280004,A,1,4,1,2,0,3,4,0,1,1
180283100,44,2,3,180283103,,1,NA,NA,NA,1,NA,4,1,1,NA
180283100,16,1,3,180283106,A,3,4,5,6,0,3,4,1,1,1
180283200,28,2,3,180283206,A,3,3,3,5,0,3,4,0,1,2
180290000,44,2,3,180290002,A,NA,4,4,2,1,4,3,1,1,-2
180290000,20,1,1,180290004,A,3,2,3,NA,1,2,4,1,0,NA
180290000,48,2,1,180290005,A,1,4,2,3,1,4,4,1,0,1
180290000,16,1,1,180290006,,1,NA,NA,NA,0,NA,4,1,0,NA
