hhid14_9,age,marstat,sex,pidlink,dl01f,dl06,sw00,sw01,sw03,tk01a,tr11,kk01,kr03,female,fo01
001060000,59,2,1,001060001,M,1,1,3,4,0,3,2,1,0,1
001060004,28,2,3,001060004,M,1,3,2,2,1,2,2,0,1,0
001060000,39,2,3,001060007,M,1,2,3,3,1,4,2,1,1,0
001060000,16,1,3,001060008,M,2,3,3,3,1,3,2,1,1,0
001060004,30,2,1,001065102,M,2,2,2,2,1,3,2,0,0,0
001080003,36,2,1,001080003,M,1,3,2,2,1,2,3,1,0,0
001080000,26,1,1,001080008,M,1,3,2,3,1,4,3,0,0,1
001080003,40,2,3,001080012,M,NA,3,2,2,1,3,3,1,1,0
001220000,55,2,1,001220001,M,1,2,4,NA,1,3,2,1,0,NA
001220000,54,2,3,001220002,M,1,3,3,2,1,3,3,1,1,-1
001224100,34,2,1,001220003,M,4,1,2,2,1,4,3,1,0,0
001220000,28,1,1,001220006,M,4,2,2,3,1,3,2,1,0,1
001224200,24,1,1,001220008,M,4,2,1,5,1,4,3,0,0,4
001220009,23,1,1,001220009,M,4,2,3,5,0,3,3,0,0,2
001224100,32,2,3,001220011,M,1,2,2,3,1,4,3,1,1,1
001224100,15,1,3,001220013,M,2,4,3,5,1,3,2,1,1,2
001240000,62,5,3,001240002,M,1,3,3,NA,0,3,2,1,1,NA
001240000,40,5,1,001240003,M,1,3,3,3,0,3,2,1,0,0
001240000,35,2,1,001240004,M,NA,2,3,NA,1,2,2,1,0,NA
001240005,37,2,3,001240005,M,NA,3,2,3,1,3,2,1,1,1
001240000,30,1,3,001240007,M,4,4,2,3,0,3,3,1,1,1
001240009,24,2,3,001240009,M,2,3,3,3,1,4,4,1,1,0
001240000,24,1,1,001240012,M,4,4,3,4,1,4,4,1,0,1
001240000,17,1,3,001240014,M,3,2,3,4,0,4,2,1,1,1
001240000,17,1,1,001240016,M,3,3,3,4,1,2,2,1,0,1
001240000,16,1,3,001240017,M,2,4,3,4,0,4,4,1,1,1
001240000,25,1,3,001240024,D,4,4,4,6,1,3,4,1,1,2
001240000,31,2,3,001240025,M,NA,3,3,4,0,3,3,1,1,1
001240005,50,2,1,001245101,M,1,3,3,3,1,4,2,1,0,0
001240009,30,2,1,001245201,M,2,2,3,4,1,3,3,1,0,1
001250000,34,2,1,001250003,M,1,5,2,4,1,3,2,1,0,2
001250000,33,2,3,001250008,A,2,5,2,5,0,3,3,1,1,3
001290000,58,2,1,001290001,M,1,2,1,2,0,3,2,1,0,1
001290005,50,2,3,001290002,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
001290003,27,2,3,001290003,M,1,2,2,2,1,3,2,1,1,0
001290004,29,2,1,001290004,M,1,3,1,NA,1,1,2,0,0,NA
001290005,25,2,1,001290005,M,1,2,2,2,0,3,2,0,0,0
001290000,16,1,1,001290008,M,2,3,2,3,0,3,2,1,0,1
001290003,27,2,1,001295101,M,1,2,3,3,1,3,3,1,0,0
001290004,22,2,3,001295202,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
001290005,21,2,3,001295304,,1,NA,NA,NA,0,NA,2,0,1,NA
002010000,67,5,3,002010002,M,NA,4,1,1,1,3,2,1,1,0
002010000,46,2,3,002010003,M,1,4,5,5,1,3,2,1,1,0
002010000,56,2,1,002010004,M,2,4,3,4,1,4,2,1,0,1
002010000,26,1,1,002010005,M,4,4,2,3,1,3,3,1,0,1
002010006,24,2,3,002010006,M,1,4,3,6,1,4,3,0,1,3
002010008,19,1,3,002010008,M,2,4,3,4,1,3,3,0,1,1
002010000,16,1,1,002010011,M,3,3,3,4,0,3,2,1,0,1
002010006,24,2,1,002015101,M,2,3,3,4,1,3,2,0,0,1
002020000,42,2,1,002020001,M,1,3,2,2,1,3,2,1,0,0
002020000,22,2,3,002020011,M,2,2,3,4,0,3,4,1,1,1
002040000,68,5,3,002030002,M,NA,2,1,1,0,3,1,1,1,0
002040000,46,2,1,002040001,M,1,3,3,3,1,3,2,1,0,0
002040000,45,2,3,002040002,,NA,NA,NA,NA,1,NA,3,1,1,NA
002044100,28,2,3,002040003,M,1,2,3,6,0,3,3,1,1,3
002040000,25,1,3,002040004,M,4,4,2,3,0,4,2,1,1,1
002040006,20,1,3,002040006,M,2,3,3,4,1,3,3,0,1,1
002040000,16,1,1,002040007,M,3,3,2,2,1,4,4,1,0,0
002044100,35,2,1,002044102,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
002050000,28,2,1,002050003,M,1,2,2,2,1,3,4,0,0,0
002050000,26,2,3,002050010,M,1,2,2,2,1,4,3,0,1,0
002060000,40,2,1,002060002,M,NA,3,1,2,1,3,3,1,0,1
002060004,34,2,3,002060004,M,NA,2,3,3,0,3,2,1,1,0
002060000,33,2,3,002060006,M,1,4,3,3,1,3,2,1,1,0
002060000,15,1,1,002060007,M,2,3,3,4,1,3,1,1,0,1
002060004,52,2,1,002065101,M,3,2,2,3,1,3,1,1,0,1
002114300,41,2,1,002110006,M,NA,3,1,NA,1,4,2,1,0,NA
002114300,39,2,3,002110007,M,1,3,2,1,0,3,2,1,1,-1
002114200,18,1,1,002110009,,4,NA,NA,NA,0,NA,3,1,0,NA
002114300,15,1,1,002114304,M,3,3,1,1,0,1,2,1,0,0
002130000,57,2,1,002130001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
002130000,54,2,3,002130002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
002150000,64,2,1,002150001,M,1,2,1,1,0,4,1,0,0,0
002150000,52,2,3,002150002,M,1,2,3,3,0,3,2,0,1,0
002180000,48,2,1,002180002,M,1,3,2,3,1,3,3,1,0,1
002180000,45,2,3,002180005,M,2,1,2,2,1,4,2,1,1,0
002180000,26,2,1,002180006,M,2,2,2,2,1,4,2,1,0,0
002184100,24,2,3,002180007,M,1,3,3,4,0,3,3,1,1,1
002180000,19,1,3,002180010,M,3,3,3,6,0,3,3,1,1,3
002183100,49,2,1,002183101,M,1,3,5,3,0,3,2,0,0,-2
002184100,27,2,1,002184101,,1,NA,NA,NA,1,NA,3,1,0,NA
002190000,81,5,3,002190001,,NA,NA,NA,NA,0,NA,2,1,1,NA
002190000,56,2,1,002190002,M,1,3,3,3,0,1,2,1,0,0
002190000,46,2,3,002190003,M,NA,2,2,2,0,3,2,1,1,0
002190000,21,1,3,002190004,M,NA,2,2,3,1,3,2,1,1,1
002190005,19,1,3,002190005,N,3,2,1,1,1,2,2,1,1,0
002190000,15,1,3,002190006,M,1,4,2,3,0,1,4,1,1,1
002190000,30,2,1,002190012,M,NA,3,1,1,1,3,3,1,0,0
002190000,30,2,3,002190013,M,1,2,1,1,1,3,2,1,1,0
002200000,54,2,1,002200001,M,5,3,3,4,1,3,2,1,0,1
002200000,47,2,3,002200002,M,2,1,3,5,1,3,1,1,1,2
002200000,25,1,1,002200003,M,4,3,3,5,1,3,2,1,0,2
002200000,23,1,1,002200004,M,4,3,3,5,1,4,2,1,0,2
002210000,71,2,1,002210001,M,NA,3,3,3,0,1,2,1,0,0
002210000,52,2,3,002210008,M,1,1,2,2,0,3,1,1,1,0
002220000,41,2,1,002220001,M,NA,4,3,4,1,3,3,1,0,1
002220000,39,2,3,002220002,M,NA,4,1,3,1,4,3,1,1,2
002220000,17,1,1,002220004,M,3,4,3,4,0,2,3,1,0,1
002250000,48,5,3,002250002,M,NA,4,6,6,0,3,3,1,1,0
002250000,28,2,1,002250004,M,3,3,3,4,1,4,3,1,0,1
002250000,26,1,1,002250005,M,4,5,3,4,1,2,4,1,0,1
002254100,25,1,3,002250006,M,4,2,2,3,1,3,2,0,1,1
002250000,67,5,3,002250009,,NA,NA,NA,NA,0,NA,1,1,1,NA
002250000,25,2,3,002250010,M,4,4,4,5,1,3,3,1,1,1
002260000,71,2,1,002260001,,NA,NA,NA,NA,0,NA,1,1,0,NA
002260000,61,2,3,002260002,M,NA,2,3,3,0,3,2,1,1,0
002260000,31,1,3,002260005,M,1,2,1,2,1,1,2,1,1,1
002260000,22,2,1,002260008,M,2,2,2,2,1,3,2,1,0,0
002260000,18,2,3,002260011,M,1,4,1,1,0,3,2,1,1,0
002270005,20,1,3,002270005,M,4,2,2,NA,0,4,2,0,1,NA
002290000,47,2,1,002290001,,1,NA,NA,NA,0,NA,3,1,0,NA
002290002,44,2,3,002290002,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
002290002,26,2,1,002290003,M,3,3,1,2,NA,NA,NA,0,0,1
002294200,45,5,1,002290007,M,1,2,1,1,1,3,3,0,0,0
002294200,17,1,3,002294202,M,NA,3,2,2,1,4,3,0,1,0
002294200,16,1,3,002294203,M,1,3,2,2,1,2,3,0,1,0
002290002,17,2,3,002295103,M,2,3,2,3,1,NA,NA,0,1,1
002300000,30,2,3,002300007,M,1,2,3,3,1,2,2,1,1,0
002300000,34,2,1,002300014,M,1,2,3,NA,1,3,2,1,0,NA
003010000,66,2,1,003010001,,2,NA,NA,NA,1,NA,3,0,0,NA
003010000,55,2,3,003010002,D,1,2,4,6,1,2,3,0,1,2
003014100,36,2,3,003010004,D,1,3,3,4,1,4,3,0,1,1
003010005,31,2,3,003010005,D,3,5,1,4,0,3,3,0,1,3
003010007,25,2,3,003010007,D,3,4,3,4,0,3,4,0,1,1
003010008,23,2,3,003010008,D,3,3,3,5,1,2,3,0,1,2
003010000,19,1,1,003010009,D,3,4,3,6,1,4,3,0,0,3
003014100,39,2,1,003014101,A,3,3,2,2,1,3,3,0,0,0
003010005,28,2,1,003015102,D,2,4,2,2,1,2,3,0,0,0
003010007,27,2,1,003015202,,2,NA,NA,NA,1,NA,3,0,0,NA
003010008,23,2,1,003015301,D,1,1,1,2,1,3,2,0,0,1
003020000,47,2,1,003020001,A,1,2,3,4,1,3,2,0,0,1
003020000,49,2,3,003020002,D,1,2,5,3,0,3,3,0,1,-2
003020000,29,2,1,003020003,D,3,3,2,NA,1,2,2,0,0,NA
003020000,27,1,1,003020004,A,2,3,1,5,1,3,3,0,0,4
003020005,24,2,3,003020005,D,3,2,5,6,0,4,4,0,1,1
003020000,22,1,1,003020006,A D,2,4,1,3,1,3,3,0,0,2
003020000,20,1,1,003020007,D,2,3,3,5,1,2,2,0,0,2
003020000,19,1,1,003020008,A,2,4,3,3,1,4,2,0,0,0
003030000,40,2,1,003030003,D,3,3,2,3,1,3,3,0,0,1
003031200,36,5,3,003030005,D,3,3,3,4,1,2,3,0,1,1
003030000,40,2,3,003030007,D,3,3,3,NA,1,3,3,0,1,NA
003030000,15,1,1,003030008,D,3,4,3,4,0,3,3,0,0,1
003034200,18,1,1,003031204,D,3,3,3,NA,1,4,3,0,0,NA
003040000,47,2,1,003040001,D,1,2,3,4,1,2,2,1,0,1
003040000,44,2,3,003040002,D,1,4,2,4,0,2,3,1,1,2
003040003,25,2,3,003040003,D,3,4,3,5,0,2,3,0,1,2
003040000,22,1,3,003040004,D,4,3,4,6,0,3,3,1,1,2
003040000,19,1,3,003040005,D,3,1,4,6,1,2,2,1,1,2
003040000,17,1,3,003040006,D,3,3,3,6,0,2,3,1,1,3
003040007,16,1,3,003040007,D,3,3,3,5,0,2,3,0,1,2
003040003,27,2,1,003045101,D,2,3,2,2,1,3,3,0,0,0
003050000,77,2,1,003050001,D,4,3,3,4,0,3,2,1,0,1
003050000,63,2,3,003050002,D,1,2,3,6,1,3,3,1,1,3
003050003,39,2,3,003050003,D,3,2,4,5,1,3,2,1,1,1
003054100,34,2,3,003050004,D,3,3,3,5,1,2,3,1,1,2
003050000,33,1,1,003050005,D,3,3,3,6,1,2,3,1,0,3
003050006,31,2,1,003050006,D,3,3,3,4,1,3,3,0,0,1
003050000,26,1,3,003050007,D,3,3,4,6,1,3,3,1,1,2
003050000,24,2,3,003050008,D,3,5,6,NA,1,3,3,1,1,NA
003050009,18,1,3,003050009,D,3,4,4,5,0,3,4,1,1,1
003050000,26,2,1,003050010,D,3,4,3,4,1,2,2,1,0,1
003054100,39,2,1,003054101,D,3,3,2,2,0,2,1,1,0,0
003050003,42,2,1,003055101,D,2,3,3,2,1,3,3,1,0,-1
003050006,30,2,3,003055202,D,3,3,3,4,0,3,3,0,1,1
003070000,51,5,3,003070002,D,3,3,3,5,1,3,4,1,1,2
003080000,94,5,3,003070005,,NA,NA,NA,NA,0,NA,2,1,1,NA
003080000,52,5,3,003080002,D,1,3,4,5,1,3,3,1,1,1
003080000,27,2,1,003080006,,2,NA,NA,NA,1,NA,4,1,0,NA
003080000,18,1,1,003080009,D,2,4,2,3,0,4,3,1,0,1
003090000,63,5,3,003090002,D,3,3,3,NA,1,4,2,1,1,NA
003090005,35,2,1,003090005,D,3,4,3,3,1,3,3,1,0,0
003094100,30,2,3,003090006,D,4,3,3,4,1,2,3,0,1,1
003121100,43,2,1,003090008,D,3,3,2,3,1,4,2,1,0,1
003090000,20,1,3,003090019,D,3,4,3,5,1,4,3,1,1,2
003094100,32,2,1,003094102,D,3,3,4,5,1,3,4,0,0,1
003100000,69,5,3,003100002,,1,NA,NA,NA,0,NA,1,1,1,NA
003100000,40,1,3,003100003,D,3,2,2,4,0,3,2,1,1,2
003104100,43,2,1,003100004,D,2,3,2,NA,1,3,3,1,0,NA
003104200,35,2,3,003100005,D,2,3,2,2,1,3,3,0,1,0
003104100,43,2,3,003100006,D,3,3,3,5,1,3,2,1,1,2
003104100,19,1,1,003104103,D,2,3,1,4,1,1,3,1,0,3
003104200,36,2,1,003104201,D,3,2,3,5,1,3,3,0,0,2
003110000,45,2,1,003110001,D,1,4,1,1,1,4,2,1,0,0
003110000,48,2,3,003110002,D,1,3,1,2,1,3,2,1,1,1
003110003,26,2,3,003110003,D,3,5,3,NA,1,2,3,1,1,NA
003110000,24,1,1,003110004,,2,NA,NA,NA,1,NA,3,1,0,NA
003110000,18,1,3,003110005,D,2,5,3,5,0,4,4,1,1,2
003110003,28,2,1,003115101,D,3,2,3,NA,1,3,3,1,0,NA
003120000,47,2,1,003120001,D,3,5,3,6,1,3,3,1,0,3
003120000,50,2,3,003120002,D,1,3,4,6,1,3,3,1,1,2
003124100,26,1,3,003120003,D,4,5,2,4,1,3,3,0,1,2
003124200,24,1,1,003120004,D,4,3,4,5,1,3,3,0,0,1
003121100,33,2,3,003120005,D,1,3,3,4,1,3,3,1,1,1
003121100,18,1,1,003121103,D,3,4,3,5,1,3,4,1,0,2
003121100,16,1,3,003121104,D,3,3,4,5,0,3,3,1,1,1
003130000,55,2,1,003130001,,1,NA,NA,NA,1,NA,4,0,0,NA
003130000,47,2,3,003130002,D,3,2,2,2,0,2,2,0,1,0
003134100,28,2,1,003130003,,2,NA,NA,NA,1,NA,3,0,0,NA
003130000,18,1,1,003130007,D,3,3,3,6,1,2,2,0,0,3
003134100,28,2,3,003134105,D,3,3,2,3,0,3,4,0,1,1
003140000,68,5,3,003140002,,1,NA,NA,NA,0,NA,2,1,1,NA
003143100,33,2,3,003140004,D,2,3,2,4,0,3,2,0,1,2
003140000,48,2,1,003140005,D,2,3,2,3,1,2,3,1,0,1
003140000,47,2,3,003140006,D,1,3,3,4,1,3,3,1,1,1
003143100,36,2,1,003143101,,3,NA,NA,NA,1,NA,3,0,0,NA
003150000,61,5,3,003150001,D,1,3,3,3,0,3,2,1,1,0
003150000,37,2,3,003150002,D,3,2,3,3,1,3,2,1,1,0
003150003,28,2,3,003150003,D,2,3,3,4,1,3,3,0,1,1
003150000,40,2,1,003153101,D,3,2,3,1,1,4,2,1,0,-2
003150000,16,1,3,003153103,D,3,4,3,4,0,2,3,1,1,1
003150003,35,2,1,003155101,D,3,2,3,4,1,3,3,0,0,1
003170000,60,5,3,003170001,D,2,4,3,3,0,3,2,1,1,0
003170002,42,3,3,003170002,D,4,2,3,5,1,3,3,0,1,2
003173100,39,2,1,003170003,D,3,4,4,5,1,3,3,1,0,1
003174100,38,2,1,003170004,,3,NA,NA,NA,1,NA,3,0,0,NA
003173100,38,2,3,003170005,D,3,4,3,4,1,3,3,1,1,1
003170006,19,2,3,003170006,D,3,2,3,6,1,4,4,1,1,3
003173100,16,1,1,003173104,D,2,5,4,6,0,3,3,1,0,2
003174100,36,2,3,003174102,D,3,2,2,3,0,2,3,0,1,1
003170006,23,2,1,003175201,,4,NA,NA,NA,1,NA,3,1,0,NA
003180000,61,5,3,003180002,D,4,3,3,4,1,3,3,1,1,1
003184100,32,2,3,003180003,D,4,3,3,3,1,3,3,1,1,0
003183100,30,2,1,003180004,D,3,4,2,3,1,3,3,0,0,1
003180005,29,2,3,003180005,D,4,3,2,6,1,3,3,0,1,4
003184200,28,2,3,003180006,D,4,3,3,5,1,3,3,1,1,2
003180000,23,1,1,003180007,D,4,4,3,3,0,3,3,1,0,0
003183100,28,2,3,003183104,D,4,3,3,4,1,3,2,0,1,1
003184100,38,2,1,003184101,D,4,3,3,4,1,3,3,1,0,1
003184200,33,2,1,003184202,D,4,4,4,5,1,3,3,1,0,1
003180005,29,2,1,003185101,D,3,3,2,3,1,3,3,0,0,1
003190000,62,2,1,003190001,D,3,2,3,3,1,3,2,1,0,0
003190000,58,2,3,003190002,D,2,3,3,3,0,3,2,1,1,0
003193100,36,2,1,003190003,D,3,4,4,5,1,3,3,0,0,1
003191100,35,2,3,003190004,D,2,3,3,2,1,3,3,1,1,-1
003194100,32,2,1,003190005,,3,NA,NA,NA,1,NA,3,0,0,NA
003191100,42,2,1,003191101,D,3,3,3,4,1,2,3,1,0,1
003193100,45,2,3,003193102,D,4,3,4,5,1,3,2,0,1,1
003194100,30,2,3,003194102,D,3,3,3,3,1,3,2,0,1,0
003203100,43,2,3,003200003,D,3,3,4,4,1,3,4,1,1,0
003200004,35,2,1,003200004,D,4,5,1,6,1,4,3,0,0,5
003200000,56,4,1,003200005,D,4,4,3,4,1,2,3,0,0,1
003200000,26,1,3,003200007,D,4,3,3,5,0,3,2,0,1,2
003200000,17,1,1,003200010,D,3,3,4,4,0,3,3,0,0,0
003203100,17,1,3,003203103,D,3,5,4,6,0,3,4,1,1,2
003203100,17,1,1,003203104,D,3,4,4,5,0,4,4,1,0,1
003203100,44,2,1,003203105,D,3,3,4,4,1,3,3,1,0,0
003200004,34,2,3,003205102,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
003243100,49,2,1,003240002,D,3,3,3,3,1,2,3,1,0,0
003243200,43,2,3,003240003,D,3,2,3,5,1,2,2,1,1,2
003244100,33,2,3,003240005,D,4,2,2,3,0,3,3,0,1,1
003243100,40,2,3,003240006,D,3,3,4,4,1,3,2,1,1,0
003240000,47,2,1,003240007,D,3,3,2,NA,1,1,3,0,0,NA
003240000,42,2,3,003240008,D,3,5,4,6,1,4,2,0,1,2
003240000,24,4,1,003240009,,3,NA,NA,NA,1,NA,3,0,0,NA
003240000,22,1,3,003240010,D,4,4,3,5,0,2,2,0,1,2
003240000,19,1,1,003240011,,3,NA,NA,NA,1,NA,3,0,0,NA
003243100,16,1,3,003243103,D,3,4,4,6,0,3,3,1,1,2
003243200,19,1,1,003243205,,3,NA,NA,NA,1,NA,3,1,0,NA
003243206,17,2,3,003243206,D,3,4,3,4,0,4,3,0,1,1
003243200,39,2,1,003243207,D,1,3,4,5,1,3,3,1,0,1
003244100,39,2,1,003244101,A,3,2,3,4,1,2,4,0,0,1
003243206,21,2,1,003245401,,3,NA,NA,NA,1,NA,3,0,0,NA
003250000,87,5,3,003250001,,1,NA,NA,NA,0,NA,2,1,1,NA
003250000,46,2,1,003250004,D,2,3,3,4,1,2,3,1,0,1
003250000,41,2,3,003250005,D,3,3,3,4,1,3,2,1,1,1
003250000,21,1,3,003250007,D,3,4,3,4,1,3,3,1,1,1
003250000,16,1,3,003250009,D,3,4,4,5,0,3,3,1,1,1
003260000,59,2,1,003260001,M,4,3,3,4,1,3,3,1,0,1
003264100,31,2,1,003260003,M,3,4,3,4,1,3,3,0,0,1
003260004,29,2,1,003260004,M,4,3,3,4,1,2,3,0,0,1
003260005,26,2,3,003260005,M,4,4,3,6,1,3,3,0,1,3
003260006,25,1,1,003260006,M,3,2,3,4,1,2,2,0,0,1
003260008,18,1,3,003260008,M,4,4,3,6,0,3,4,0,1,3
003260000,51,2,3,003260009,D,4,3,3,4,1,3,3,1,1,1
003264100,29,2,3,003264102,B,3,4,4,5,1,2,2,0,1,1
003260004,28,2,3,003265102,V,3,3,3,4,1,3,4,0,1,1
003260005,27,2,1,003265202,D,3,3,2,2,1,2,3,0,0,0
003270000,56,2,1,003270001,,1,NA,NA,NA,1,NA,3,1,0,NA
003270000,55,2,3,003270002,D,2,3,2,4,1,3,2,1,1,2
003270000,21,2,1,003270003,D,3,3,3,4,1,2,3,1,0,1
003270000,18,1,1,003270004,,3,NA,NA,NA,0,NA,3,1,0,NA
003270000,22,2,3,003270006,D,3,3,4,4,0,3,3,1,1,0
003280000,54,2,1,003280001,D,2,3,2,2,1,3,3,1,0,0
003280000,48,2,3,003280002,D,3,2,3,4,1,3,3,1,1,1
003280000,27,1,1,003280003,D,4,4,3,5,1,4,3,1,0,2
003280000,24,1,1,003280005,D,3,2,2,NA,1,4,3,1,0,NA
003290000,51,2,1,003290001,A,1,4,2,1,1,2,3,1,0,-1
003290000,47,2,3,003290002,D,1,2,2,5,1,4,2,1,1,3
003294100,27,2,1,003290003,D,3,3,2,3,1,2,3,0,0,1
003294100,21,1,1,003290005,D,4,2,2,NA,1,3,3,0,0,NA
003290000,17,1,3,003290006,D,3,3,3,5,0,2,3,1,1,2
003294100,25,2,3,003294106,D,3,3,3,3,0,3,3,0,1,0
003300000,57,5,3,003300003,D,1,2,3,6,1,3,2,1,1,3
004010000,47,5,3,004010002,D,4,3,3,4,1,3,2,0,1,1
004010003,25,1,1,004010003,D,4,4,4,5,1,2,NA,0,0,1
004010005,19,1,1,004010005,D,4,4,2,3,0,1,3,0,0,1
004020000,46,5,3,004020002,D,1,2,3,NA,1,4,2,0,1,NA
004024100,27,2,1,004020005,D,3,3,3,4,1,4,2,0,0,1
004020007,24,1,3,004020007,D,3,4,3,5,1,4,3,0,1,2
004020008,22,2,3,004020008,D,3,3,2,4,1,4,3,0,1,2
004020000,21,1,1,004020009,D,2,2,1,3,1,2,3,0,0,2
004024100,28,2,3,004024104,D,3,3,3,3,1,3,3,0,1,0
004020008,33,2,1,004025201,D,3,4,3,3,0,3,3,0,0,0
004030001,62,2,1,004030001,D,1,3,2,4,1,3,3,0,0,2
004030000,41,2,3,004030003,D,1,2,3,3,1,4,3,1,1,0
004032100,24,2,1,004030008,D,3,3,2,6,1,4,3,0,0,4
004030000,44,2,1,004030009,D,1,3,2,3,1,3,4,1,0,1
004030000,20,1,1,004030010,D,3,5,1,1,1,3,3,1,0,0
004030011,18,1,1,004030011,D,3,2,3,6,0,4,3,0,0,3
004032100,23,2,3,004032109,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
004030001,51,2,3,004035102,,4,NA,NA,NA,1,NA,3,0,1,NA
004030001,17,1,1,004035103,,2,NA,NA,NA,1,NA,4,0,0,NA
004040000,57,5,3,004040002,,1,NA,NA,NA,0,NA,3,1,1,NA
004040000,33,2,1,004040003,D,2,2,1,2,0,1,1,1,0,1
004040006,27,2,3,004040006,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
004040000,21,1,1,004040008,,2,NA,NA,NA,0,NA,3,1,0,NA
004040000,35,2,3,004040011,D,3,2,1,2,1,2,1,1,1,1
004040006,29,2,1,004045102,D,3,3,2,4,1,2,3,0,0,2
004050000,50,2,1,004050001,D,4,2,3,3,1,3,3,1,0,0
004050000,45,2,3,004050002,D,2,3,3,3,0,3,2,1,1,0
004050003,21,2,3,004050003,D,3,3,3,5,0,3,3,0,1,2
004050004,19,1,3,004050004,D,4,3,3,4,0,2,3,0,1,1
004102104,18,1,3,004050005,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
004050006,17,1,1,004050006,D,3,3,3,NA,0,3,3,0,0,NA
004050003,28,2,1,004055102,D,3,2,2,3,1,3,3,0,0,1
004060000,66,2,1,004060001,H,1,2,2,3,1,3,2,1,0,1
004060000,64,2,3,004060002,D,1,2,1,NA,0,3,2,1,1,NA
004060003,34,2,1,004060003,D,3,4,2,3,1,3,2,0,0,1
004060004,31,2,1,004060004,D,3,4,3,3,1,3,3,0,0,0
004060005,29,2,1,004060005,D,4,4,3,4,1,4,3,0,0,1
004060000,69,1,1,004060007,,1,NA,NA,NA,0,NA,1,1,0,NA
004060003,29,2,3,004065102,D,3,1,1,5,0,3,3,0,1,4
004060004,36,2,3,004065202,D,3,5,4,5,1,3,4,0,1,1
004060005,35,2,3,004065302,D,4,4,1,6,1,4,3,0,1,5
004073100,49,2,3,004070002,D,3,4,4,5,1,3,3,1,1,1
004070005,39,1,3,004070005,,1,NA,NA,NA,1,NA,2,0,1,NA
004070000,34,2,1,004070007,D,3,3,1,4,1,3,3,1,0,3
004073100,28,2,3,004070008,D,2,4,3,6,0,3,2,1,1,3
004074300,27,2,3,004070009,D,2,2,3,5,1,3,2,1,1,2
004070000,23,2,3,004070012,D,2,3,3,3,0,3,2,1,1,0
004074300,52,2,1,004073101,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
004090000,41,1,3,004090003,D,3,2,2,3,1,4,2,1,1,1
004090000,41,2,1,004090007,D,3,2,2,2,1,3,2,1,0,0
004090000,42,2,3,004090008,D,2,3,2,2,1,3,3,1,1,0
004100000,64,5,3,004100001,D,NA,3,1,2,0,4,4,1,1,1
004103100,43,2,1,004100002,D,1,2,2,NA,1,3,2,1,0,NA
004102100,37,2,3,004100003,D,1,3,1,1,1,3,3,1,1,0
004104100,35,2,1,004100004,D,3,3,3,NA,1,3,3,1,0,NA
004104200,33,2,1,004100005,D,2,3,1,1,1,4,3,1,0,0
004100006,30,2,1,004100006,D,3,3,3,4,1,3,3,1,0,1
004100008,28,2,3,004100008,D,4,4,2,4,1,3,3,0,1,2
004100000,24,1,1,004100009,D,3,2,2,2,1,3,3,1,0,0
004100010,18,1,3,004100010,,3,NA,NA,NA,0,NA,4,0,1,NA
004102100,41,2,1,004102101,D,3,2,1,3,1,2,3,1,0,2
004102104,16,1,3,004102104,D,3,4,4,5,0,3,4,0,1,1
004103100,41,2,3,004103102,D,3,3,3,4,1,2,3,1,1,1
004103100,17,1,1,004103103,D,3,3,3,5,1,2,3,1,0,2
004103100,15,1,1,004103104,D,3,3,3,2,0,3,3,1,0,-1
004104100,32,2,3,004104102,D,3,4,2,4,1,3,4,1,1,2
004104200,31,2,3,004104202,D,2,4,3,4,1,3,3,1,1,1
004100006,25,2,3,004105102,D,2,5,3,NA,1,3,3,1,1,NA
004100008,37,2,1,004105202,D,3,3,1,5,1,4,3,0,0,4
004111100,35,2,1,004110003,D,3,3,3,4,1,1,4,0,0,1
004111100,32,2,3,004111103,D,4,3,3,4,0,2,4,0,1,1
004130000,76,2,1,004130001,D,2,2,2,1,0,3,4,1,0,-1
004130000,75,2,3,004130002,D,1,3,2,2,1,3,2,1,1,0
004132100,33,2,1,004130003,D,3,2,2,4,1,3,3,1,0,2
004130000,31,3,1,004130004,,3,NA,NA,NA,1,NA,4,1,0,NA
004134100,36,2,3,004130005,D,3,3,3,4,1,2,3,0,1,1
004130006,17,1,3,004130006,D,2,3,3,4,0,3,3,0,1,1
004130000,15,1,1,004130007,D,2,3,4,5,0,3,4,1,0,1
004132100,32,2,3,004132102,D,4,4,1,3,1,3,3,1,1,2
004134100,50,2,1,004134101,,1,NA,NA,NA,1,NA,3,0,0,NA
004140000,61,2,1,004140001,,1,NA,NA,NA,1,NA,3,1,0,NA
004140000,61,2,3,004140002,D,2,3,2,3,1,3,2,1,1,1
004144100,33,2,1,004140004,,2,NA,NA,NA,1,NA,3,0,0,NA
004140005,30,2,1,004140005,D,3,4,3,4,1,3,3,1,0,1
