unit_id,property,district,loc_x,loc_y,region,ref_year,age,dist_to_mrt,price_median
800,PATERSON RESIDENCE,9,27590.54823,31441.50433,CCR,2017,10,0.4,4.04
801,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2015,20,0.45,4.38
802,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2015,20,0.45,3.93
803,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2017,22,0.45,3.68
804,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2017,22,0.45,3.6
805,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2016,21,0.45,4.23
806,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2016,21,0.45,3.83
807,RICHMOND PARK,9,28370.39745,31971.9029,CCR,2015,20,0.45,4.22
808,RIVERGATE,9,28415.55205,30467.71604,CCR,2015,7,0.79,4.87
809,RIVERGATE,9,28415.55205,30467.71604,CCR,2015,7,0.79,4.87
810,RIVERGATE,9,28415.55205,30467.71604,CCR,2016,8,0.79,4.71
811,RIVERGATE,9,28415.55205,30467.71604,CCR,2015,7,0.79,4.65
812,RIVERGATE,9,28415.55205,30467.71604,CCR,2016,8,0.79,4.73
813,RIVERGATE,9,28415.55205,30467.71604,CCR,2017,9,0.79,4.46
814,RIVERGATE,9,28415.55205,30467.71604,CCR,2017,9,0.79,4.41
815,RIVERGATE,9,28415.55205,30467.71604,CCR,2017,9,0.79,4.34
816,RIVERGATE,9,28415.55205,30467.71604,CCR,2016,8,0.79,4.58
817,RIVERGATE,9,28415.55205,30467.71604,CCR,2015,7,0.79,4.7
818,RIVERGATE,9,28415.55205,30467.71604,CCR,2016,8,0.79,4.53
819,RIVERGATE,9,28415.55205,30467.71604,CCR,2017,9,0.79,4.65
820,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2015,12,0.71,5.01
821,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2015,12,0.71,5.01
822,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2015,12,0.71,5.2
823,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2016,13,0.71,4.77
824,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2017,14,0.71,4.76
825,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2017,14,0.71,4.4
826,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2017,14,0.71,4.7
827,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2016,13,0.71,4.88
828,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2015,12,0.71,4.94
829,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2016,13,0.71,5.2
830,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2016,13,0.71,4.73
831,ROBERTSON 100,9,28506.97293,30418.24465,CCR,2017,14,0.71,4.71
832,SCOTTS 28,9,28312.87359,32490.8165,CCR,2015,17,0.32,4
833,SCOTTS 28,9,28312.87359,32490.8165,CCR,2015,17,0.32,3.72
834,SCOTTS 28,9,28312.87359,32490.8165,CCR,2016,18,0.32,3.97
835,SCOTTS 28,9,28312.87359,32490.8165,CCR,2017,19,0.32,3.61
836,SCOTTS 28,9,28312.87359,32490.8165,CCR,2017,19,0.32,3.39
837,SCOTTS 28,9,28312.87359,32490.8165,CCR,2015,17,0.32,3.79
838,SCOTTS 28,9,28312.87359,32490.8165,CCR,2015,17,0.32,3.81
839,SCOTTS 28,9,28312.87359,32490.8165,CCR,2016,18,0.32,3.68
840,SCOTTS 28,9,28312.87359,32490.8165,CCR,2016,18,0.32,3.44
841,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2015,6,0.12,7.88
842,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2015,6,0.12,7.68
843,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2016,7,0.12,7.53
844,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2017,8,0.12,7.23
845,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2017,8,0.12,6.58
846,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2017,8,0.12,6.95
847,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2017,8,0.12,6.72
848,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2015,6,0.12,7.69
849,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2016,7,0.12,6.74
850,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2016,7,0.12,7.28
851,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2016,7,0.12,6.86
852,SCOTTS SQUARE,9,27966.5745,32018.2736,CCR,2015,6,0.12,6.86
853,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2015,2,0.35,3.57
854,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2015,2,0.35,3.63
855,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2017,4,0.35,3.68
856,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2016,3,0.35,3.79
857,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2017,4,0.35,3.56
858,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2017,4,0.35,4.06
859,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2017,4,0.35,3.81
860,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2016,3,0.35,3.63
861,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2015,2,0.35,4.21
862,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2015,2,0.35,4.42
863,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2016,3,0.35,3.92
864,SOPHIA RESIDENCE,9,29695.47276,31518.98674,CCR,2016,3,0.35,4.27
865,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2015,6,0.26,4.56
866,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2015,6,0.26,4.5
867,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2017,8,0.26,4.15
868,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2017,8,0.26,4.03
869,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2016,7,0.26,4.4
870,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2017,8,0.26,4.18
871,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2015,6,0.26,4.61
872,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2015,6,0.26,4.57
873,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2016,7,0.26,4.22
874,ST THOMAS SUITES,9,28374.8875,31205.47323,CCR,2016,7,0.26,4.22
875,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2015,31,0.5,3.73
876,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2015,31,0.5,3.88
877,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2016,32,0.5,3.23
878,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2017,33,0.5,3.14
879,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2017,33,0.5,3.17
880,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2017,33,0.5,2.98
881,THE CLAYMORE,9,27809.88233,32405.46131,CCR,2016,32,0.5,3.68
882,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2015,8,0.82,4.7
883,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2015,8,0.82,4.86
884,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2015,8,0.82,4.7
885,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2016,9,0.82,4.48
886,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2016,9,0.82,4.29
887,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2017,10,0.82,4.21
888,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2016,9,0.82,4.5
889,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2017,10,0.82,4.38
890,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2017,10,0.82,4.5
891,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2016,9,0.82,4.52
892,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2017,10,0.82,4.38
893,THE COSMOPOLITAN,9,27874.0152,30901.772,CCR,2015,8,0.82,4.51
894,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2015,10,0.31,5.3
895,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2015,10,0.31,5.41
896,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2017,12,0.31,4.87
897,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2017,12,0.31,5.07
898,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2017,12,0.31,4.97
899,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2016,11,0.31,4.86
900,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2016,11,0.31,5.22
901,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2017,12,0.31,4.88
902,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2015,10,0.31,5.34
903,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2016,11,0.31,5.12
904,THE IMPERIAL,9,29000.0792,30784.4028,CCR,2016,11,0.31,4.65
905,THE INSPIRA,9,28622.90645,30480.36721,CCR,2015,7,0.59,5.02
906,THE INSPIRA,9,28622.90645,30480.36721,CCR,2015,7,0.59,5.23
907,THE INSPIRA,9,28622.90645,30480.36721,CCR,2015,7,0.59,4.84
908,THE INSPIRA,9,28622.90645,30480.36721,CCR,2017,9,0.59,4.16
909,THE INSPIRA,9,28622.90645,30480.36721,CCR,2017,9,0.59,4.75
910,THE INSPIRA,9,28622.90645,30480.36721,CCR,2016,8,0.59,4.45
911,THE INSPIRA,9,28622.90645,30480.36721,CCR,2016,8,0.59,5.34
912,THE INSPIRA,9,28622.90645,30480.36721,CCR,2017,9,0.59,5.23
913,THE INSPIRA,9,28622.90645,30480.36721,CCR,2016,8,0.59,5.13
914,THE LIGHT @ CAIRNHILL,9,28503.98762,32050.33838,CCR,2015,12,0.6,4.63
915,THE LIGHT @ CAIRNHILL,9,28503.98762,32050.33838,CCR,2015,12,0.6,4.35
916,THE LIGHT @ CAIRNHILL,9,28503.98762,32050.33838,CCR,2017,14,0.6,4.18
917,THE LIGHT @ CAIRNHILL,9,28503.98762,32050.33838,CCR,2016,13,0.6,4.42
918,THE LIGHT @ CAIRNHILL,9,28503.98762,32050.33838,CCR,2017,14,0.6,4.24
919,THE METZ,9,28448.14949,31329.76944,CCR,2015,9,0.13,6.79
920,THE METZ,9,28448.14949,31329.76944,CCR,2015,9,0.13,6.4
921,THE METZ,9,28448.14949,31329.76944,CCR,2016,10,0.13,6.59
922,THE METZ,9,28448.14949,31329.76944,CCR,2015,9,0.13,6.35
923,THE METZ,9,28448.14949,31329.76944,CCR,2017,11,0.13,5.95
924,THE METZ,9,28448.14949,31329.76944,CCR,2017,11,0.13,5.99
925,THE METZ,9,28448.14949,31329.76944,CCR,2017,11,0.13,6.16
926,THE METZ,9,28448.14949,31329.76944,CCR,2016,10,0.13,6.84
927,THE METZ,9,28448.14949,31329.76944,CCR,2015,9,0.13,6.66
928,THE METZ,9,28448.14949,31329.76944,CCR,2016,10,0.13,6.23
929,THE METZ,9,28448.14949,31329.76944,CCR,2016,10,0.13,6.61
930,THE METZ,9,28448.14949,31329.76944,CCR,2017,11,0.13,5.88
931,THE ORCHARD RESIDENCES,9,27811.9021,31791.4718,CCR,2017,8,0.09,5.96
932,THE ORCHARD RESIDENCES,9,27811.9021,31791.4718,CCR,2017,8,0.09,5.53
933,THE ORCHARD RESIDENCES,9,27811.9021,31791.4718,CCR,2015,6,0.09,6.05
934,THE ORCHARD RESIDENCES,9,27811.9021,31791.4718,CCR,2016,7,0.09,6.64
935,THE ORCHARD RESIDENCES,9,27811.9021,31791.4718,CCR,2017,8,0.09,5.61
936,THE REGALIA,9,28441.69813,30862.66897,CCR,2016,24,0.53,3.44
937,THE REGALIA,9,28441.69813,30862.66897,CCR,2015,23,0.53,3.53
938,THE REGALIA,9,28441.69813,30862.66897,CCR,2017,25,0.53,3.25
939,TIARA,9,27769.07785,30869.93109,CCR,2015,21,0.86,3.75
940,TIARA,9,27769.07785,30869.93109,CCR,2015,21,0.86,3.98
941,TIARA,9,27769.07785,30869.93109,CCR,2016,22,0.86,3.51
942,TIARA,9,27769.07785,30869.93109,CCR,2017,23,0.86,3.27
943,TIARA,9,27769.07785,30869.93109,CCR,2016,22,0.86,3.25
944,TIARA,9,27769.07785,30869.93109,CCR,2015,21,0.86,3.57
945,TIARA,9,27769.07785,30869.93109,CCR,2017,23,0.86,3.44
946,TIARA,9,27769.07785,30869.93109,CCR,2017,23,0.86,3.41
947,TIARA,9,27769.07785,30869.93109,CCR,2017,23,0.86,3.36
948,TIARA,9,27769.07785,30869.93109,CCR,2015,21,0.86,3.46
949,TIARA,9,27769.07785,30869.93109,CCR,2016,22,0.86,3.44
950,TIARA,9,27769.07785,30869.93109,CCR,2016,22,0.86,3.25
951,UE SQUARE,9,28935.69366,30602.40631,CCR,2015,19,0.28,3.48
952,UE SQUARE,9,28935.69366,30602.40631,CCR,2015,19,0.28,3.62
953,UE SQUARE,9,28935.69366,30602.40631,CCR,2016,20,0.28,3.25
954,UE SQUARE,9,28935.69366,30602.40631,CCR,2017,21,0.28,3.16
955,UE SQUARE,9,28935.69366,30602.40631,CCR,2015,19,0.28,3.64
956,UE SQUARE,9,28935.69366,30602.40631,CCR,2016,20,0.28,3.29
957,UE SQUARE,9,28935.69366,30602.40631,CCR,2017,21,0.28,3.34
958,UE SQUARE,9,28935.69366,30602.40631,CCR,2017,21,0.28,3.37
959,UE SQUARE,9,28935.69366,30602.40631,CCR,2017,21,0.28,3.38
960,UE SQUARE,9,28935.69366,30602.40631,CCR,2015,19,0.28,3.7
961,UE SQUARE,9,28935.69366,30602.40631,CCR,2016,20,0.28,3.32
962,UE SQUARE,9,28935.69366,30602.40631,CCR,2016,20,0.28,3.37
963,URBAN SUITES,9,28562.0972,31776.88614,CCR,2016,4,0.32,4.83
964,URBAN SUITES,9,28562.0972,31776.88614,CCR,2017,5,0.32,4.84
965,URBAN SUITES,9,28562.0972,31776.88614,CCR,2015,3,0.32,5.26
966,URBAN SUITES,9,28562.0972,31776.88614,CCR,2016,4,0.32,5.11
967,URBAN SUITES,9,28562.0972,31776.88614,CCR,2017,5,0.32,4.96
968,URBAN SUITES,9,28562.0972,31776.88614,CCR,2017,5,0.32,4.86
969,URBAN SUITES,9,28562.0972,31776.88614,CCR,2017,5,0.32,5.2
970,URBAN SUITES,9,28562.0972,31776.88614,CCR,2015,3,0.32,5.28
971,URBAN SUITES,9,28562.0972,31776.88614,CCR,2016,4,0.32,5.16
972,URBAN SUITES,9,28562.0972,31776.88614,CCR,2016,4,0.32,5.13
973,URBANA,9,28579.0335,30860.07044,CCR,2015,9,0.52,5.34
974,URBANA,9,28579.0335,30860.07044,CCR,2016,10,0.52,5.23
975,URBANA,9,28579.0335,30860.07044,CCR,2017,11,0.52,5.09
976,URBANA,9,28579.0335,30860.07044,CCR,2015,9,0.52,5.29
977,URBANA,9,28579.0335,30860.07044,CCR,2016,10,0.52,4.7
978,URBANA,9,28579.0335,30860.07044,CCR,2017,11,0.52,5.05
979,URBANA,9,28579.0335,30860.07044,CCR,2015,9,0.52,5.23
980,URBANA,9,28579.0335,30860.07044,CCR,2016,10,0.52,5.34
981,VIDA,9,28670.76647,32323.8014,CCR,2015,7,0.4,6.13
982,VIDA,9,28670.76647,32323.8014,CCR,2015,7,0.4,6.33
983,VIDA,9,28670.76647,32323.8014,CCR,2016,8,0.4,5.24
984,VIDA,9,28670.76647,32323.8014,CCR,2017,9,0.4,5.01
985,VIDA,9,28670.76647,32323.8014,CCR,2015,7,0.4,5.73
986,VIDA,9,28670.76647,32323.8014,CCR,2016,8,0.4,4.94
987,VIDA,9,28670.76647,32323.8014,CCR,2017,9,0.4,5.34
988,VIDA,9,28670.76647,32323.8014,CCR,2017,9,0.4,5.32
989,VIDA,9,28670.76647,32323.8014,CCR,2016,8,0.4,5.53
990,VIDA,9,28670.76647,32323.8014,CCR,2015,7,0.4,5.58
991,VIDA,9,28670.76647,32323.8014,CCR,2016,8,0.4,5.34
992,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2015,6,0.56,4.14
993,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2015,6,0.56,4.01
994,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2016,7,0.56,3.85
995,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2015,6,0.56,4.31
996,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2016,7,0.56,3.86
997,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2017,8,0.56,3.75
998,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2017,8,0.56,3.54
999,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2017,8,0.56,3.86
1000,WATERFORD RESIDENCE,9,28677.88331,30717.88153,CCR,2016,7,0.56,4.05
1001,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2015,2,0.43,4.28
1002,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2015,2,0.43,4
1003,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2016,3,0.43,4.65
1004,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2016,3,0.43,4.02
1005,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2017,4,0.43,3.47
1006,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2016,3,0.43,3.8
1007,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2017,4,0.43,3.8
1008,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2017,4,0.43,3.74
1009,WATERSCAPE AT CAVENAGH,9,28826.0598,31815.82797,CCR,2017,4,0.43,3.95
1010,YONG AN PARK,9,28091.20739,30859.96774,CCR,2015,30,0.7,3.83
1011,YONG AN PARK,9,28091.20739,30859.96774,CCR,2015,30,0.7,4
1012,YONG AN PARK,9,28091.20739,30859.96774,CCR,2016,31,0.7,3.28
1013,YONG AN PARK,9,28091.20739,30859.96774,CCR,2015,30,0.7,3.67
1014,YONG AN PARK,9,28091.20739,30859.96774,CCR,2017,32,0.7,3.52
1015,YONG AN PARK,9,28091.20739,30859.96774,CCR,2016,31,0.7,3.31
1016,YONG AN PARK,9,28091.20739,30859.96774,CCR,2016,31,0.7,3.29
1017,YONG AN PARK,9,28091.20739,30859.96774,CCR,2017,32,0.7,3.34
1018,YONG AN PARK,9,28091.20739,30859.96774,CCR,2015,30,0.7,3.69
1019,YONG AN PARK,9,28091.20739,30859.96774,CCR,2017,32,0.7,3.32
1020,ALLSWORTH PARK,10,22134.35685,33581.59769,CCR,2015,31,0.95,3.03
1021,ALLSWORTH PARK,10,22134.35685,33581.59769,CCR,2015,31,0.95,3
1022,ALLSWORTH PARK,10,22134.35685,33581.59769,CCR,2017,33,0.95,2.72
1023,ALLSWORTH PARK,10,22134.35685,33581.59769,CCR,2016,32,0.95,2.52
1024,ALLSWORTH PARK,10,22134.35685,33581.59769,CCR,2016,32,0.95,2.59
1025,ARDMORE II,10,27465.62248,32382.28193,CCR,2015,6,0.64,4.94
1026,ARDMORE II,10,27465.62248,32382.28193,CCR,2015,6,0.64,4.94
1027,ARDMORE II,10,27465.62248,32382.28193,CCR,2015,6,0.64,4.89
1028,ARDMORE II,10,27465.62248,32382.28193,CCR,2017,8,0.64,4.52
1029,ARDMORE II,10,27465.62248,32382.28193,CCR,2017,8,0.64,4.45
1030,ARDMORE II,10,27465.62248,32382.28193,CCR,2016,7,0.64,4.5
1031,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2015,15,0.71,5.33
1032,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2015,15,0.71,5.58
1033,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2015,15,0.71,5.42
1034,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2017,17,0.71,5.06
1035,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2016,16,0.71,5.11
1036,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2016,16,0.71,5.42
1037,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2017,17,0.71,5.24
1038,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2017,17,0.71,5.06
1039,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2016,16,0.71,5.17
1040,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2017,17,0.71,4.88
1041,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2015,15,0.71,5.21
1042,ARDMORE PARK,10,27565.90016,32530.3419,CCR,2016,16,0.71,5.17
1043,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2015,26,0.88,3.52
1044,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2015,26,0.88,3.77
1045,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2015,26,0.88,3.98
1046,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2016,27,0.88,3.13
1047,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2017,28,0.88,3.33
1048,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2017,28,0.88,3.42
1049,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2016,27,0.88,3.33
1050,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2017,28,0.88,3.15
1051,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2015,26,0.88,3.25
1052,ASTRID MEADOWS,10,23838.33667,33498.24638,CCR,2016,27,0.88,3.61
1053,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2015,12,0.79,3.84
1054,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2015,12,0.79,4.11
1055,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2015,12,0.79,3.78
1056,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2017,14,0.79,3.53
1057,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2016,13,0.79,3.72
1058,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2016,13,0.79,3.54
1059,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2016,13,0.79,3.91
1060,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2017,14,0.79,3.52
1061,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2015,12,0.79,3.77
1062,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2016,13,0.79,3.54
1063,BELMOND GREEN,10,27802.79213,33143.77707,CCR,2017,14,0.79,3.46
1064,BOTANIC GARDENS VIEW,10,26388.3416,32350.97819,CCR,2016,47,1.48,2.63
1065,BOTANIC GARDENS VIEW,10,26388.3416,32350.97819,CCR,2017,48,1.48,2.52
1066,BOTANIC GARDENS VIEW,10,26388.3416,32350.97819,CCR,2017,48,1.48,2.45
1067,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2015,5,0.73,4.32
1068,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2015,5,0.73,4.62
1069,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2015,5,0.73,4.52
1070,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2017,7,0.73,4.28
1071,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2017,7,0.73,4.19
1072,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2017,7,0.73,4.44
1073,CLIVEDEN AT GRANGE,10,27255.38162,31325.3588,CCR,2016,6,0.73,4.31
1074,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2015,14,0.59,4.81
1075,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2015,14,0.59,4.53
1076,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2015,14,0.59,4.65
1077,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2017,16,0.59,3.82
1078,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2017,16,0.59,3.93
1079,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2017,16,0.59,3.82
1080,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2016,15,0.59,4.26
1081,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2016,15,0.59,4.14
1082,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2017,16,0.59,3.77
1083,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2015,14,0.59,4.89
1084,CUSCADEN RESIDENCES,10,27267.96103,31924.42561,CCR,2016,15,0.59,4.5
1085,CYAN,10,27665.14097,33385.05104,CCR,2015,2,0.57,4.45
1086,CYAN,10,27665.14097,33385.05104,CCR,2015,2,0.57,4.4
1087,CYAN,10,27665.14097,33385.05104,CCR,2017,4,0.57,4.06
1088,CYAN,10,27665.14097,33385.05104,CCR,2015,2,0.57,4.65
1089,CYAN,10,27665.14097,33385.05104,CCR,2017,4,0.57,4.1
1090,CYAN,10,27665.14097,33385.05104,CCR,2017,4,0.57,4.21
1091,CYAN,10,27665.14097,33385.05104,CCR,2016,3,0.57,4.15
1092,CYAN,10,27665.14097,33385.05104,CCR,2017,4,0.57,4.09
1093,CYAN,10,27665.14097,33385.05104,CCR,2016,3,0.57,4.06
1094,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2015,17,0.56,3.2
1095,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2015,17,0.56,3.24
1096,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2015,17,0.56,3.74
1097,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2016,18,0.56,3.2
1098,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2017,19,0.56,3.14
1099,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2016,18,0.56,3.27
1100,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2017,19,0.56,3.07
1101,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2015,17,0.56,3.15
1102,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2017,19,0.56,3.27
1103,DUCHESS CREST,10,24612.4146,34058.6435,CCR,2016,18,0.56,3.12
1104,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2015,5,0.7,3.42
1105,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2015,5,0.7,3.57
1106,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2017,7,0.7,3.37
1107,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2017,7,0.7,3.07
1108,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2016,6,0.7,3.42
1109,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2016,6,0.7,3.5
1110,DUCHESS RESIDENCES,10,24466.30107,34076.75378,CCR,2016,6,0.7,3.38
1111,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2015,22,0.48,4.1
1112,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2015,22,0.48,4.24
1113,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2015,22,0.48,4.16
1114,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2016,23,0.48,3.98
1115,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2017,24,0.48,3.94
1116,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2016,23,0.48,3.89
1117,FOUR SEASONS PARK,10,27383.66451,31808.891,CCR,2016,23,0.48,3.98
