unit_id,property,district,loc_x,loc_y,region,ref_year,age,dist_to_mrt,price_median
1,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2015,18,0.22,4.05
2,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2015,18,0.22,4.19
3,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2015,18,0.22,4.13
4,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2016,19,0.22,4.01
5,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2017,20,0.22,3.79
6,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2016,19,0.22,4.05
7,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2017,20,0.22,3.81
8,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2015,18,0.22,4.19
9,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2017,20,0.22,3.81
10,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2016,19,0.22,4.07
11,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2016,19,0.22,3.77
12,EMERALD GARDEN,1,29476.90322,29306.37018,CCR,2017,20,0.22,3.8
13,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2015,6,0.21,6.02
14,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2015,6,0.21,6.16
15,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2015,6,0.21,6.05
16,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2017,8,0.21,5.91
17,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2016,7,0.21,5.91
18,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2016,7,0.21,5.84
19,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2017,8,0.21,5.67
20,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2017,8,0.21,5.66
21,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2016,7,0.21,5.63
22,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2017,8,0.21,5.52
23,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2016,7,0.21,5.92
24,MARINA BAY RESIDENCES,1,30414.934,29129.97991,CCR,2015,6,0.21,5.86
25,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2015,3,0.07,4.61
26,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2015,3,0.07,4.72
27,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2017,5,0.07,4.27
28,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2016,4,0.07,4.29
29,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2016,4,0.07,4.37
30,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2017,5,0.07,4.07
31,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2017,5,0.07,4.48
32,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2016,4,0.07,4.27
33,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2017,5,0.07,4.21
34,MARINA BAY SUITES,1,30092.01312,29204.92556,CCR,2016,4,0.07,4.29
35,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2015,8,0.11,5.69
36,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2015,8,0.11,5.81
37,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2017,10,0.11,5.25
38,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2016,9,0.11,5.7
39,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2016,9,0.11,5.33
40,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2015,8,0.11,5.57
41,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2016,9,0.11,5.34
42,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2016,9,0.11,5.57
43,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2017,10,0.11,5.24
44,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2015,8,0.11,5.6
45,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2017,10,0.11,4.92
46,THE SAIL @ MARINA BAY,1,30135.167,29248.4739,CCR,2017,10,0.11,5.14
47,76 SHENTON,2,29357.66127,28446.35265,CCR,2015,2,0.24,5.61
48,76 SHENTON,2,29357.66127,28446.35265,CCR,2015,2,0.24,5.24
49,76 SHENTON,2,29357.66127,28446.35265,CCR,2015,2,0.24,5.91
50,76 SHENTON,2,29357.66127,28446.35265,CCR,2017,4,0.24,5.41
51,76 SHENTON,2,29357.66127,28446.35265,CCR,2017,4,0.24,5.43
52,76 SHENTON,2,29357.66127,28446.35265,CCR,2016,3,0.24,5.74
53,76 SHENTON,2,29357.66127,28446.35265,CCR,2016,3,0.24,5.29
54,76 SHENTON,2,29357.66127,28446.35265,CCR,2017,4,0.24,5.83
55,76 SHENTON,2,29357.66127,28446.35265,CCR,2016,3,0.24,5.57
56,76 SHENTON,2,29357.66127,28446.35265,CCR,2017,4,0.24,5.29
57,76 SHENTON,2,29357.66127,28446.35265,CCR,2016,3,0.24,5.51
58,76 SHENTON,2,29357.66127,28446.35265,CCR,2015,2,0.24,5.92
59,ALTEZ,2,29233.36163,28553.80944,CCR,2015,2,0.22,6.62
60,ALTEZ,2,29233.36163,28553.80944,CCR,2015,2,0.22,6.19
61,ALTEZ,2,29233.36163,28553.80944,CCR,2015,2,0.22,6.78
62,ALTEZ,2,29233.36163,28553.80944,CCR,2016,3,0.22,6.33
63,ALTEZ,2,29233.36163,28553.80944,CCR,2016,3,0.22,6.64
64,ALTEZ,2,29233.36163,28553.80944,CCR,2017,4,0.22,6.27
65,ALTEZ,2,29233.36163,28553.80944,CCR,2017,4,0.22,6.42
66,ALTEZ,2,29233.36163,28553.80944,CCR,2016,3,0.22,6.34
67,ALTEZ,2,29233.36163,28553.80944,CCR,2016,3,0.22,6.47
68,ALTEZ,2,29233.36163,28553.80944,CCR,2017,4,0.22,6.51
69,ALTEZ,2,29233.36163,28553.80944,CCR,2017,4,0.22,6.19
70,ALTEZ,2,29233.36163,28553.80944,CCR,2015,2,0.22,6.76
71,ICON,2,29239.87104,28636.15035,CCR,2015,9,0.13,6.19
72,ICON,2,29239.87104,28636.15035,CCR,2015,9,0.13,6.11
73,ICON,2,29239.87104,28636.15035,CCR,2015,9,0.13,6.01
74,ICON,2,29239.87104,28636.15035,CCR,2017,11,0.13,5.61
75,ICON,2,29239.87104,28636.15035,CCR,2017,11,0.13,5.76
76,ICON,2,29239.87104,28636.15035,CCR,2016,10,0.13,5.83
77,ICON,2,29239.87104,28636.15035,CCR,2017,11,0.13,5.65
78,ICON,2,29239.87104,28636.15035,CCR,2017,11,0.13,5.74
79,ICON,2,29239.87104,28636.15035,CCR,2016,10,0.13,5.94
80,ICON,2,29239.87104,28636.15035,CCR,2016,10,0.13,5.96
81,ICON,2,29239.87104,28636.15035,CCR,2016,10,0.13,6.13
82,ICON,2,29239.87104,28636.15035,CCR,2015,9,0.13,6.11
83,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2015,40,0.07,3.53
84,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2015,40,0.07,3.91
85,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2017,42,0.07,3.42
86,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2016,41,0.07,3.07
87,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2017,42,0.07,3.31
88,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2017,42,0.07,3
89,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2016,41,0.07,3.42
90,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2016,41,0.07,3.5
91,INTERNATIONAL PLAZA,2,29400.4427,28696.64177,CCR,2015,40,0.07,3.58
92,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2015,2,0.46,5.14
93,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2015,2,0.46,5.1
94,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2016,3,0.46,4.77
95,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2017,4,0.46,4.65
96,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2016,3,0.46,4.65
97,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2017,4,0.46,4.65
98,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2017,4,0.46,4.73
99,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2016,3,0.46,4.52
100,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2017,4,0.46,4.59
101,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2015,2,0.46,5.07
102,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2015,2,0.46,4.63
103,SPOTTISWOODE RESIDENCES,2,28380.88296,28643.15766,CCR,2016,3,0.46,4.98
104,THE BEACON,2,28821.3039,28739.67704,CCR,2015,8,0.33,3.88
105,THE BEACON,2,28821.3039,28739.67704,CCR,2015,8,0.33,4.22
106,THE BEACON,2,28821.3039,28739.67704,CCR,2015,8,0.33,3.78
107,THE BEACON,2,28821.3039,28739.67704,CCR,2016,9,0.33,3.9
108,THE BEACON,2,28821.3039,28739.67704,CCR,2017,10,0.33,3.87
109,THE BEACON,2,28821.3039,28739.67704,CCR,2017,10,0.33,3.65
110,THE BEACON,2,28821.3039,28739.67704,CCR,2017,10,0.33,3.63
111,THE BEACON,2,28821.3039,28739.67704,CCR,2015,8,0.33,3.97
112,THE BEACON,2,28821.3039,28739.67704,CCR,2016,9,0.33,3.9
113,THE BEACON,2,28821.3039,28739.67704,CCR,2016,9,0.33,4.06
114,ALEXIS,3,25105.2265,30386.7971,RCR,2015,4,0.37,5.21
115,ALEXIS,3,25105.2265,30386.7971,RCR,2015,4,0.37,5.69
116,ALEXIS,3,25105.2265,30386.7971,RCR,2015,4,0.37,5.94
117,ALEXIS,3,25105.2265,30386.7971,RCR,2016,5,0.37,5.28
118,ALEXIS,3,25105.2265,30386.7971,RCR,2016,5,0.37,5.72
119,ALEXIS,3,25105.2265,30386.7971,RCR,2017,6,0.37,4.69
120,ALEXIS,3,25105.2265,30386.7971,RCR,2017,6,0.37,5.02
121,ALEXIS,3,25105.2265,30386.7971,RCR,2016,5,0.37,5.42
122,ALEXIS,3,25105.2265,30386.7971,RCR,2016,5,0.37,5.2
123,ALEXIS,3,25105.2265,30386.7971,RCR,2017,6,0.37,4.51
124,ALEXIS,3,25105.2265,30386.7971,RCR,2017,6,0.37,5.24
125,ALEXIS,3,25105.2265,30386.7971,RCR,2015,4,0.37,5.36
126,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2015,3,0.16,4.41
127,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2015,3,0.16,4.07
128,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2015,3,0.16,4.54
129,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2017,5,0.16,3.87
130,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2016,4,0.16,4.2
131,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2016,4,0.16,3.93
132,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2017,5,0.16,3.9
133,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2017,5,0.16,3.73
134,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2016,4,0.16,3.9
135,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2017,5,0.16,3.86
136,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2015,3,0.16,4.15
137,ASCENTIA SKY,3,26178.90993,30365.43778,RCR,2016,4,0.16,4.43
138,DOMAIN 21,3,27172.71633,30496.9013,RCR,2015,9,0.66,4.55
139,DOMAIN 21,3,27172.71633,30496.9013,RCR,2015,9,0.66,4.18
140,DOMAIN 21,3,27172.71633,30496.9013,RCR,2016,10,0.66,4.44
141,DOMAIN 21,3,27172.71633,30496.9013,RCR,2017,11,0.66,3.91
142,DOMAIN 21,3,27172.71633,30496.9013,RCR,2016,10,0.66,4.87
143,DOMAIN 21,3,27172.71633,30496.9013,RCR,2017,11,0.66,4.22
144,DOMAIN 21,3,27172.71633,30496.9013,RCR,2016,10,0.66,4.2
145,EMERALD PARK,3,27646.27251,30282.73664,RCR,2015,23,0.51,3.9
146,EMERALD PARK,3,27646.27251,30282.73664,RCR,2015,23,0.51,3.58
147,EMERALD PARK,3,27646.27251,30282.73664,RCR,2015,23,0.51,3.77
148,EMERALD PARK,3,27646.27251,30282.73664,RCR,2016,24,0.51,3.64
149,EMERALD PARK,3,27646.27251,30282.73664,RCR,2017,25,0.51,3.18
150,EMERALD PARK,3,27646.27251,30282.73664,RCR,2016,24,0.51,3.34
151,EMERALD PARK,3,27646.27251,30282.73664,RCR,2017,25,0.51,3.18
152,EMERALD PARK,3,27646.27251,30282.73664,RCR,2015,23,0.51,3.53
153,EMERALD PARK,3,27646.27251,30282.73664,RCR,2017,25,0.51,3.29
154,EMERALD PARK,3,27646.27251,30282.73664,RCR,2016,24,0.51,3.47
155,EMERALD PARK,3,27646.27251,30282.73664,RCR,2016,24,0.51,3.32
156,EMERALD PARK,3,27646.27251,30282.73664,RCR,2017,25,0.51,3.22
157,MERAPRIME,3,27408.5499,29987.68188,RCR,2015,10,0.14,5.18
158,MERAPRIME,3,27408.5499,29987.68188,RCR,2015,10,0.14,5.16
159,MERAPRIME,3,27408.5499,29987.68188,RCR,2015,10,0.14,5.14
160,MERAPRIME,3,27408.5499,29987.68188,RCR,2017,12,0.14,5.12
161,MERAPRIME,3,27408.5499,29987.68188,RCR,2016,11,0.14,4.71
162,MERAPRIME,3,27408.5499,29987.68188,RCR,2017,12,0.14,4.86
163,MERAPRIME,3,27408.5499,29987.68188,RCR,2016,11,0.14,4.58
164,MERAPRIME,3,27408.5499,29987.68188,RCR,2017,12,0.14,4.6
165,MERAPRIME,3,27408.5499,29987.68188,RCR,2016,11,0.14,4.84
166,MERAPRIME,3,27408.5499,29987.68188,RCR,2016,11,0.14,4.75
167,MERAPRIME,3,27408.5499,29987.68188,RCR,2015,10,0.14,4.71
168,QUEENS,3,25043.50456,30556.38831,RCR,2015,14,0.19,4.25
169,QUEENS,3,25043.50456,30556.38831,RCR,2015,14,0.19,4.12
170,QUEENS,3,25043.50456,30556.38831,RCR,2016,15,0.19,3.87
171,QUEENS,3,25043.50456,30556.38831,RCR,2015,14,0.19,3.94
172,QUEENS,3,25043.50456,30556.38831,RCR,2016,15,0.19,3.87
173,QUEENS,3,25043.50456,30556.38831,RCR,2017,16,0.19,3.65
174,QUEENS,3,25043.50456,30556.38831,RCR,2017,16,0.19,3.44
175,QUEENS,3,25043.50456,30556.38831,RCR,2017,16,0.19,3.62
176,QUEENS,3,25043.50456,30556.38831,RCR,2016,15,0.19,3.68
177,QUEENS,3,25043.50456,30556.38831,RCR,2016,15,0.19,3.55
178,QUEENS,3,25043.50456,30556.38831,RCR,2015,14,0.19,3.94
179,QUEENS,3,25043.50456,30556.38831,RCR,2017,16,0.19,3.64
180,RIVER PLACE,3,28904.50472,30287.15954,RCR,2015,16,0.39,4.33
181,RIVER PLACE,3,28904.50472,30287.15954,RCR,2015,16,0.39,4.52
182,RIVER PLACE,3,28904.50472,30287.15954,RCR,2016,17,0.39,4.16
183,RIVER PLACE,3,28904.50472,30287.15954,RCR,2015,16,0.39,4.17
184,RIVER PLACE,3,28904.50472,30287.15954,RCR,2016,17,0.39,4.16
185,RIVER PLACE,3,28904.50472,30287.15954,RCR,2017,18,0.39,3.9
186,RIVER PLACE,3,28904.50472,30287.15954,RCR,2017,18,0.39,3.84
187,RIVER PLACE,3,28904.50472,30287.15954,RCR,2017,18,0.39,3.79
188,RIVER PLACE,3,28904.50472,30287.15954,RCR,2016,17,0.39,4.02
189,RIVER PLACE,3,28904.50472,30287.15954,RCR,2015,16,0.39,4.16
190,RIVER PLACE,3,28904.50472,30287.15954,RCR,2016,17,0.39,4.03
191,RIVER PLACE,3,28904.50472,30287.15954,RCR,2017,18,0.39,4
192,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2015,14,0.28,3.81
193,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2015,14,0.28,3.77
194,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2015,14,0.28,3.82
195,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2016,15,0.28,3.48
196,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2017,16,0.28,3.39
197,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2017,16,0.28,3.28
198,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2017,16,0.28,3.23
199,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2016,15,0.28,3.64
200,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2017,16,0.28,3.37
201,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2016,15,0.28,3.64
202,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2015,14,0.28,3.61
203,TANGLIN VIEW,3,26225.4001,30489.2607,RCR,2016,15,0.28,3.65
204,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2015,19,0.54,2.98
205,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2015,19,0.54,3.03
206,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2015,19,0.54,2.9
207,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2016,20,0.54,2.82
208,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2017,21,0.54,2.71
209,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2017,21,0.54,2.71
210,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2017,21,0.54,2.67
211,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2016,20,0.54,2.9
212,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2016,20,0.54,2.72
213,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2017,21,0.54,2.66
214,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2015,19,0.54,2.92
215,THE ANCHORAGE,3,24858.059,30212.07393,RCR,2016,20,0.54,2.83
216,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2016,7,0.58,4.48
217,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2016,7,0.58,4.18
218,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2015,6,0.58,4.38
219,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2016,7,0.58,4.02
220,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2016,7,0.58,4.38
221,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2017,8,0.58,4.38
222,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2015,6,0.58,4.31
223,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2017,8,0.58,4.25
224,THE REGENCY AT TIONG BAHRU,3,27686.58306,29373.51966,RCR,2017,8,0.58,4.25
225,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2015,9,0.2,5.06
226,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2015,9,0.2,4.85
227,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2016,10,0.2,4.81
228,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2017,11,0.2,4.86
229,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2015,9,0.2,4.69
230,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2016,10,0.2,4.85
231,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2017,11,0.2,4.59
232,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2017,11,0.2,4.46
233,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2017,11,0.2,4.7
234,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2015,9,0.2,4.74
235,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2016,10,0.2,4.67
236,TWIN REGENCY,3,27447.66181,29668.2645,RCR,2016,10,0.2,4.76
237,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2015,12,0.64,5.24
238,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2015,12,0.64,5
239,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2015,12,0.64,5.22
240,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2017,14,0.64,4.7
241,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2016,13,0.64,4.84
242,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2017,14,0.64,4.69
243,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2016,13,0.64,4.74
244,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2016,13,0.64,4.76
245,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2017,14,0.64,4.58
246,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2016,13,0.64,4.88
247,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2015,12,0.64,4.9
248,CARIBBEAN AT KEPPEL BAY,4,25945.42996,27737.91264,RCR,2017,14,0.64,4.73
249,CORALS AT KEPPEL BAY,4,26128.3667,27480.7415,RCR,2017,2,0.45,4.79
250,CORALS AT KEPPEL BAY,4,26128.3667,27480.7415,RCR,2017,2,0.45,4.77
251,CORALS AT KEPPEL BAY,4,26128.3667,27480.7415,RCR,2017,2,0.45,5.18
252,CORALS AT KEPPEL BAY,4,26128.3667,27480.7415,RCR,2016,1,0.45,5.01
253,CORALS AT KEPPEL BAY,4,26128.3667,27480.7415,RCR,2017,2,0.45,4.8
254,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2015,22,0.25,2.93
255,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2015,22,0.25,3.59
256,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2017,24,0.25,3.4
257,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2016,23,0.25,3.29
258,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2017,24,0.25,2.62
259,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2016,23,0.25,2.82
260,HARBOUR VIEW TOWERS,4,25250.66805,28342.72024,RCR,2017,24,0.25,3.45
261,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2015,19,0.16,3.52
262,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2015,19,0.16,3.62
263,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2016,20,0.16,3.55
264,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2017,21,0.16,3.41
265,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2016,20,0.16,3.61
266,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2017,21,0.16,3.25
267,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2017,21,0.16,3.14
268,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2016,20,0.16,3.52
269,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2016,20,0.16,3.53
270,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2015,19,0.16,3.61
271,HARBOURLIGHTS,4,26848.38024,27685.15827,RCR,2017,21,0.16,3.38
272,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2015,5,3.09,4.3
273,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2015,5,3.09,4.23
274,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2017,7,3.09,3.79
275,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2016,6,3.09,3.35
276,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2017,7,3.09,3.62
277,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2016,6,3.09,3.57
278,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2017,7,3.09,3.89
279,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2016,6,3.09,3.43
280,MARINA COLLECTION,4,28639.00299,25050.38076,RCR,2015,5,3.09,3.68
281,SEASCAPE,4,28478.64746,24659.7942,RCR,2015,6,3.33,4.37
282,SEASCAPE,4,28478.64746,24659.7942,RCR,2015,6,3.33,4.04
283,SEASCAPE,4,28478.64746,24659.7942,RCR,2015,6,3.33,4.2
284,SEASCAPE,4,28478.64746,24659.7942,RCR,2016,7,3.33,3.99
285,SEASCAPE,4,28478.64746,24659.7942,RCR,2017,8,3.33,3.74
286,SEASCAPE,4,28478.64746,24659.7942,RCR,2017,8,3.33,3.99
287,SEASCAPE,4,28478.64746,24659.7942,RCR,2017,8,3.33,3.79
288,SEASCAPE,4,28478.64746,24659.7942,RCR,2017,8,3.33,3.77
289,SEASCAPE,4,28478.64746,24659.7942,RCR,2015,6,3.33,4.05
290,SEASCAPE,4,28478.64746,24659.7942,RCR,2016,7,3.33,3.93
291,SEASCAPE,4,28478.64746,24659.7942,RCR,2016,7,3.33,3.99
292,SEASCAPE,4,28478.64746,24659.7942,RCR,2016,7,3.33,3.93
293,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2017,3,0.25,3.98
294,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2016,2,0.25,5.22
295,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2017,3,0.25,4.24
296,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2017,3,0.25,4.03
297,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2017,3,0.25,4.58
298,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2016,2,0.25,3.98
299,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2015,1,0.25,4.65
300,SKYLINE RESIDENCES,4,25161.55961,28231.6313,RCR,2016,2,0.25,4
301,TERESA VILLE,4,26966.29583,28711.46431,RCR,2015,30,1.14,2.76
302,TERESA VILLE,4,26966.29583,28711.46431,RCR,2015,30,1.14,2.63
303,TERESA VILLE,4,26966.29583,28711.46431,RCR,2016,31,1.14,2.34
304,TERESA VILLE,4,26966.29583,28711.46431,RCR,2017,32,1.14,2.31
305,TERESA VILLE,4,26966.29583,28711.46431,RCR,2016,31,1.14,2.56
306,TERESA VILLE,4,26966.29583,28711.46431,RCR,2016,31,1.14,2.51
307,TERESA VILLE,4,26966.29583,28711.46431,RCR,2015,30,1.14,2.4
308,THE AZURE,4,29610.34273,26078.09004,RCR,2015,8,2.58,3.73
309,THE AZURE,4,29610.34273,26078.09004,RCR,2015,8,2.58,3.74
310,THE AZURE,4,29610.34273,26078.09004,RCR,2015,8,2.58,3.65
311,THE AZURE,4,29610.34273,26078.09004,RCR,2016,9,2.58,3.78
312,THE AZURE,4,29610.34273,26078.09004,RCR,2017,10,2.58,3.42
313,THE AZURE,4,29610.34273,26078.09004,RCR,2017,10,2.58,3.51
314,THE AZURE,4,29610.34273,26078.09004,RCR,2017,10,2.58,3.37
315,THE AZURE,4,29610.34273,26078.09004,RCR,2016,9,2.58,3.6
316,THE AZURE,4,29610.34273,26078.09004,RCR,2016,9,2.58,3.45
317,THE AZURE,4,29610.34273,26078.09004,RCR,2017,10,2.58,3.6
318,THE AZURE,4,29610.34273,26078.09004,RCR,2015,8,2.58,3.62
